rcdc_cso,INCa/INSERM/DGOS pubs,National Cancer Institute pubs,Cancer Research UK pubs,Wellcome Trust pubs,National Health and Medical Research Council pubs
ATAXIA TELANGIECTASIA * 1. Biology,1.3714285714285712,34.7436507936508,4.452579365079365,0.37142857142857144,9.15340909090909
CYSTIC FIBROSIS * 5. Treatment,1.3583333333333334,3.8043650793650796,0.27142857142857146,,1.0166666666666666
ARTHRITIS * 2. Etiology,1.338095238095238,24.969696969696958,1.688095238095238,9.014285714285714,12.312698412698404
"PAIN CONDITIONS - CHRONIC * 4. Early Detection, Diagnosis",1.3333333333333333,9.316666666666663,2.95,0.25,1.5595238095238098
CHRONIC LIVER DISEASE AND CIRRHOSIS * 3. Prevention,1.3202020202020202,12.595911495911489,1.0892857142857142,0.1553030303030303,5.344955507455506
UNDERAGE DRINKING * 2. Etiology,1.2912698412698411,3.389087301587301,,,0.5928571428571427
ATHEROSCLEROSIS * 2. Etiology,1.276190476190476,41.49785353535359,3.933333333333334,7.930952380952385,5.166666666666667
STROKE * 2. Etiology,1.2666666666666668,25.655158730158718,1.8777777777777778,0.29166666666666663,2.1333333333333333
SUBSTANCE ABUSE * 1. Biology,1.2567460317460317,21.87922077922077,1.0714285714285714,0.7964285714285715,4.899404761904762
VECTOR-BORNE DISEASES * 1. Biology,1.2291666666666665,27.8095238095238,2.361111111111111,,20.610912698412697
SLEEP RESEARCH * 2. Etiology,1.225,47.43465608465613,2.333333333333333,0.3333333333333333,11.442857142857143
OSTEOPOROSIS * 1. Biology,1.2166666666666668,66.54960317460323,4.55,,24.56666666666667
"SLEEP RESEARCH * 6. Cancer Control, Survivorship",1.2,133.58909331409325,3.4583333333333335,0.41666666666666663,24.027777777777764
MIND AND BODY * 3. Prevention,1.1845238095238095,116.38928571428579,3.601785714285714,0.25,17.24702380952381
CERVICAL CANCER * 1. Biology,1.1845238095238093,21.25795454545455,3.1773809523809526,0.7095238095238096,2.822222222222222
"VECTOR-BORNE DISEASES * 6. Cancer Control, Survivorship",1.1833333333333331,0.5166666666666666,,0.3333333333333333,1.1833333333333333
CONGENITAL STRUCTURAL ANOMALIES * 2. Etiology,1.1785714285714284,16.264357864357855,1.230952380952381,2.0452380952380955,4.554563492063493
NEUROBLASTOMA * 2. Etiology,1.1722222222222225,3.4591269841269843,0.8234126984126984,0.5456349206349206,0.42857142857142855
DRUG ABUSE (NIDA ONLY) * 3. Prevention,1.1666666666666665,231.17267316017137,33.892857142857125,2.2706349206349206,35.31567460317459
UTERINE CANCER * 1. Biology,1.1547619047619047,53.95793650793656,4.058333333333334,4.4,18.367261904761897
SUBSTANCE ABUSE * 5. Treatment,1.1333333333333335,39.3454725829726,0.9083333333333333,0.3333333333333333,4.326226551226552
ACQUIRED COGNITIVE IMPAIRMENT * 2. Etiology,1.126923076923077,13.731727994227985,0.31313131313131315,0.1625,4.883874458874458
DEMENTIA * 2. Etiology,1.126923076923077,12.718037518037509,0.31313131313131315,0.1625,4.675541125541125
INFLUENZA * 5. Treatment,1.1248015873015873,9.285317460317453,0.14285714285714285,0.08333333333333333,5.168849206349205
HYPERTENSION * 3. Prevention,1.1166666666666667,17.301190476190474,1.0333333333333332,0.25,1.225
DEPRESSION * 3. Prevention,1.1083333333333334,39.13154761904763,2.7011904761904755,0.2,12.385671273171276
"SUBSTANCE ABUSE * 4. Early Detection, Diagnosis",1.1047619047619046,9.54642857142857,0.3333333333333333,0.5,2.1944444444444446
TUBERCULOSIS * 5. Treatment,1.1039682539682538,21.218885281385273,1.3706349206349207,1.0666666666666667,2.584920634920635
HEPATITIS * 3. Prevention,1.0868686868686868,8.71019721019721,0.5178571428571428,0.1553030303030303,3.0011423761423743
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 6. Cancer Control, Survivorship",1.086147186147186,20.850252525252536,1.8886904761904764,0.8472222222222222,10.60456349206349
LUPUS * 5. Treatment,1.0833333333333333,12.46190476190476,0.3333333333333333,0.3333333333333333,4.866666666666666
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL * 1. Biology,1.0817460317460317,24.626075313575306,1.275793650793651,0.2,5.846230158730157
"HEART DISEASE - CORONARY HEART DISEASE * 4. Early Detection, Diagnosis",1.0777777777777777,44.217857142857206,2.3666666666666663,0.25,3.030555555555556
AUTOIMMUNE DISEASE * 3. Prevention,1.075,19.312576312576294,1.1749999999999998,,3.051984126984127
OSTEOPOROSIS * 2. Etiology,1.075,17.253174603174596,1.5333333333333334,0.125,8.941666666666666
"ATHEROSCLEROSIS * 6. Cancer Control, Survivorship",1.0666666666666667,19.202849927849915,2.3666666666666663,0.2,4.837301587301588
"CROHN'S DISEASE * 6. Cancer Control, Survivorship",1.0595238095238095,3.121230158730159,0.4444444444444444,,0.9166666666666665
"ANXIETY DISORDERS * 6. Cancer Control, Survivorship",1.0333333333333332,16.57799422799422,0.5833333333333333,,5.196861471861473
PARKINSON'S DISEASE * 2. Etiology,1.0285714285714285,12.281746031746023,0.6428571428571428,0.25,1.5535714285714286
HEART DISEASE - CORONARY HEART DISEASE * 5. Treatment,1.0206349206349206,15.099007936507935,0.976190476190476,,2.201190476190476
"MULTIPLE SCLEROSIS * 4. Early Detection, Diagnosis",1.0166666666666666,4.833730158730161,0.4916666666666667,,1.4785714285714284
DRUG ABUSE (NIDA ONLY) * 2. Etiology,1.015018315018315,37.46755050505054,2.017857142857143,0.6166666666666667,8.40689033189033
"CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 6. Cancer Control, Survivorship",1.011111111111111,18.860714285714288,1.1444444444444444,,17.349999999999998
"PHYSICAL REHABILITATION * 6. Cancer Control, Survivorship",1.011111111111111,23.767857142857128,1.5333333333333332,0.25,12.369047619047619
"INFERTILITY * 4. Early Detection, Diagnosis",1.0,4.566666666666667,,0.3333333333333333,
"OSTEOPOROSIS * 4. Early Detection, Diagnosis",1.0,11.916666666666666,3.6666666666666665,,0.3333333333333333
"PSORIASIS * 6. Cancer Control, Survivorship",1.0,5.3500000000000005,0.25,,
NANOTECHNOLOGY * 2. Etiology,1.0,11.6982683982684,,,
CONDITIONS AFFECTING THE EMBRYONIC AND FETAL PERIODS * 2. Etiology,1.0,28.10716089466088,2.4198412698412706,0.12142857142857143,3.474512987012987
STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN * 5. Treatment,1.0,6.302716727716727,0.225,0.125,0.7357142857142858
"BIODEFENSE * 6. Cancer Control, Survivorship",0.9999999999999999,7.214285714285716,0.5357142857142857,,4.494841269841269
INFERTILITY * 2. Etiology,0.9916666666666667,18.16071428571428,0.5138888888888888,0.29166666666666663,6.077380952380954
"STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 4. Early Detection, Diagnosis",0.9916666666666667,21.581998556998556,0.225,0.8944444444444444,2.0273809523809523
HUNTINGTON'S DISEASE * 1. Biology,0.9773809523809522,2.2782106782106784,,0.27142857142857146,0.825
"ACQUIRED COGNITIVE IMPAIRMENT * 4. Early Detection, Diagnosis",0.9732503607503609,24.097118159618155,1.0429292929292928,,15.52150072150071
"ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 4. Early Detection, Diagnosis",0.9732503607503609,20.68283244533244,0.7929292929292929,,14.181421356421344
FOODBORNE ILLNESS * 1. Biology,0.9678571428571429,16.279599567099556,2.324206349206349,0.125,7.5000000000000036
HEART DISEASE - CORONARY HEART DISEASE * 1. Biology,0.9666666666666666,24.129761904761885,1.2595238095238095,0.5928571428571429,4.116666666666667
TUBERCULOSIS * 1. Biology,0.9523809523809523,7.508531746031745,0.7,0.9801587301587301,5.302380952380952
"PEDIATRIC AIDS * 6. Cancer Control, Survivorship",0.95,6.758964646464646,1.0392857142857141,1.0,1.6595238095238094
PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 1. Biology,0.9339285714285713,16.16751443001442,1.6964285714285712,0.125,8.036507936507936
DRUG ABUSE (NIDA ONLY) * 5. Treatment,0.9333333333333333,27.914520202020206,0.375,,1.5742424242424242
"DRUG ABUSE (NIDA ONLY) * 6. Cancer Control, Survivorship",0.9333333333333333,22.477615440115436,1.3916666666666666,0.18181818181818182,11.179978354978353
TUBEROUS SCLEROSIS * 1. Biology,0.9166666666666665,17.51289682539682,0.5,0.7916666666666666,0.625
ORGAN TRANSPLANTATION * 2. Etiology,0.9065656565656566,15.099891774891764,0.3666666666666667,,7.933531746031745
PANCREATIC CANCER * 3. Prevention,0.9047619047619049,29.828391053391062,1.2750000000000001,,2.567857142857143
ASTHMA * 5. Treatment,0.8958333333333333,15.783333333333335,1.0,,12.925
BIODEFENSE * 3. Prevention,0.8906204906204905,18.6281746031746,0.7761904761904762,0.11363636363636363,9.550811688311686
"MENTAL HEALTH * 4. Early Detection, Diagnosis",0.8666666666666667,16.586309523809515,3.4250000000000003,,7.910515873015875
HYPERTENSION * 2. Etiology,0.8666666666666667,32.23968253968252,4.658333333333333,3.676190476190477,6.675
"HOMELESSNESS * 6. Cancer Control, Survivorship",0.8666666666666667,4.916666666666667,,,
"STROKE * 4. Early Detection, Diagnosis",0.8666666666666667,21.73333333333333,0.825,,2.4242424242424243
FOODBORNE ILLNESS * 5. Treatment,0.8666666666666667,5.684325396825396,0.38095238095238093,,4.51111111111111
"INJURY - TRAUMA - (HEAD AND SPINE) * 6. Cancer Control, Survivorship",0.8527777777777777,12.013582251082248,0.5833333333333333,,14.736219336219321
"MALARIA * 6. Cancer Control, Survivorship",0.8499999999999999,,,,
"GENE THERAPY * 4. Early Detection, Diagnosis",0.8333333333333333,14.162734487734479,,0.16666666666666666,0.16666666666666666
FOODBORNE ILLNESS * 3. Prevention,0.8333333333333333,8.09424603174603,0.3333333333333333,0.125,4.1470238095238106
ENDOMETRIOSIS * 2. Etiology,0.8333333333333333,12.242857142857146,0.2,0.125,11.20833333333333
"DRUG ABUSE (NIDA ONLY) * 4. Early Detection, Diagnosis",0.8333333333333333,3.9690476190476187,0.3333333333333333,,0.3333333333333333
HEART DISEASE - CORONARY HEART DISEASE * 2. Etiology,0.8178571428571428,34.274837662337674,3.725000000000001,4.929004329004329,2.142857142857143
KIDNEY DISEASE * 3. Prevention,0.8166666666666667,14.99166666666666,0.488095238095238,0.125,2.4125
"HEPATITIS - C * 6. Cancer Control, Survivorship",0.81489898989899,5.102380952380949,0.05,0.4977272727272728,1.6119227994227996
GENE THERAPY * 1. Biology,0.8111111111111111,13.666684704184696,1.7130952380952382,,3.4400793650793653
"SMOKING AND HEALTH * 4. Early Detection, Diagnosis",0.8095238095238095,20.677976190476183,2.2666666666666666,,1.2
"TOBACCO * 4. Early Detection, Diagnosis",0.8095238095238095,21.01130952380952,2.2666666666666666,,1.2
"ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 6. Cancer Control, Survivorship",0.8051948051948052,12.887143412143399,0.3055555555555556,0.1875,8.210317460317455
HEPATITIS - B * 5. Treatment,0.7996031746031744,3.8305555555555566,0.14285714285714285,0.1,1.5015873015873014
PSORIASIS * 1. Biology,0.7833333333333333,9.138095238095238,2.1666666666666665,0.225,2.6666666666666665
"POST-TRAUMATIC STRESS DISORDER (PTSD) * 6. Cancer Control, Survivorship",0.775,15.991486291486284,0.7833333333333333,,2.021067821067821
"DEMENTIA * 4. Early Detection, Diagnosis",0.7732503607503607,22.02807054057054,1.0429292929292928,,15.178643578643566
"ALZHEIMER'S DISEASE * 4. Early Detection, Diagnosis",0.7732503607503607,19.974499111999105,0.7929292929292929,,13.77106782106781
MALARIA * 1. Biology,0.7625,4.324206349206349,0.5277777777777777,,9.642857142857142
"PARKINSON'S DISEASE * 6. Cancer Control, Survivorship",0.7575757575757576,4.66031746031746,1.15,,2.1266233766233764
SEPTICEMIA * 5. Treatment,0.7499999999999999,4.694444444444445,,,2.979761904761905
"PARKINSON'S DISEASE * 4. Early Detection, Diagnosis",0.7416666666666667,1.1817460317460318,0.3333333333333333,,1.3444444444444446
NEUROFIBROMATOSIS * 2. Etiology,0.7386904761904762,5.222817460317459,0.15476190476190477,,0.14285714285714285
"ANTIMICROBIAL RESISTANCE * 6. Cancer Control, Survivorship",0.7333333333333334,2.4916666666666667,1.6428571428571428,1.7083333333333333,6.292857142857143
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN * 1. Biology,0.7317460317460317,13.54829753579752,0.6011904761904762,,3.732738095238096
MALARIA * 2. Etiology,0.7291666666666666,4.318650793650794,0.475,0.4732142857142857,1.206547619047619
POLYCYSTIC KIDNEY DISEASE * 1. Biology,0.7166666666666667,12.765079365079364,1.8583333333333332,0.5666666666666667,1.1833333333333333
CYSTIC FIBROSIS * 2. Etiology,0.7166666666666666,4.1000000000000005,,,2.776190476190477
ADOLESCENT SEXUAL ACTIVITY * 3. Prevention,0.7142857142857142,21.61964285714285,1.8125,2.5035714285714286,10.533405483405483
HEPATITIS - B * 1. Biology,0.7083333333333334,2.8375180375180373,,,0.2936507936507936
"HEPATITIS - C * 4. Early Detection, Diagnosis",0.7031926406926406,2.1437229437229437,0.038461538461538464,,1.0833333333333333
SEPTICEMIA * 1. Biology,0.7,9.210714285714287,,,3.825
PEDIATRIC RESEARCH INITIATIVE * 3. Prevention,0.6984126984126984,100.63041125541133,4.116666666666668,1.411111111111111,18.516468253968256
REHABILITATION * 3. Prevention,0.6845238095238095,39.75261544011545,0.9583333333333333,0.08333333333333333,8.495833333333332
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 2. Etiology,0.676923076923077,11.579347041847033,0.31313131313131315,0.1625,3.4219696969696973
CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 1. Biology,0.675,5.470634920634922,0.0625,,4.558333333333334
OSTEOPOROSIS * 5. Treatment,0.6666666666666666,18.53015873015873,2.0166666666666666,,7.9523809523809526
"SCLERODERMA * 6. Cancer Control, Survivorship",0.6666666666666666,7.703571428571429,,,0.08333333333333333
"DIGESTIVE DISEASES - (GALLBLADDER) * 6. Cancer Control, Survivorship",0.6666666666666666,0.9103174603174604,,,0.25
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 2. Etiology,0.6666666666666666,9.56904761904762,1.35,1.5,4.036111111111111
"NEUROFIBROMATOSIS * 4. Early Detection, Diagnosis",0.6666666666666666,3.9047619047619055,0.5,,
HEART DISEASE - CORONARY HEART DISEASE * 3. Prevention,0.65,16.15456349206348,0.8250000000000001,0.08333333333333333,1.125
"REGENERATIVE MEDICINE * 4. Early Detection, Diagnosis",0.6488095238095237,31.298268398268394,1.5999999999999999,1.0611111111111111,1.5317460317460316
ALZHEIMER'S DISEASE * 2. Etiology,0.6352564102564102,11.227326839826832,0.31313131313131315,0.1625,2.96439393939394
"HYPERTENSION * 6. Cancer Control, Survivorship",0.6333333333333333,14.399675324675323,1.0999999999999999,0.9166666666666666,5.017857142857143
DOWN SYNDROME * 1. Biology,0.6325396825396825,4.055050505050503,0.8680555555555556,,1.356024531024531
PNEUMONIA * 2. Etiology,0.628968253968254,8.681764069264071,0.6373015873015873,,7.4265873015873005
MULTIPLE SCLEROSIS * 5. Treatment,0.6220238095238095,8.229834054834056,0.55,,2.940079365079365
"CYSTIC FIBROSIS * 6. Cancer Control, Survivorship",0.6166666666666667,1.125,0.25,0.25,6.2369047619047615
"ATHEROSCLEROSIS * 4. Early Detection, Diagnosis",0.6166666666666667,52.42380952380956,1.3666666666666665,,0.9249999999999999
ASSISTIVE TECHNOLOGY * 5. Treatment,0.5833333333333334,4.940079365079365,,,1.1666666666666665
GENE THERAPY * 2. Etiology,0.5833333333333333,2.6503663003663003,,0.375,0.5547619047619048
"TUBERCULOSIS * 6. Cancer Control, Survivorship",0.5833333333333333,2.8208333333333333,0.25,0.41666666666666663,0.6583333333333333
"HPV AND/OR CERVICAL CANCER VACCINES * 4. Early Detection, Diagnosis",0.5833333333333333,8.266468253968254,1.3761904761904762,,5.409523809523811
"DOWN SYNDROME * 6. Cancer Control, Survivorship",0.5833333333333333,0.8308913308913308,,0.16666666666666666,0.1111111111111111
HEPATITIS - C * 3. Prevention,0.5797258297258296,1.7705146705146702,,0.030303030303030304,0.9804713804713806
PARKINSON'S DISEASE * 5. Treatment,0.575,5.623015873015874,0.14285714285714285,,0.9750000000000001
MALARIA * 5. Treatment,0.5666666666666667,11.277579365079362,2.142857142857143,0.5095238095238095,12.835930735930726
ALS * 1. Biology,0.5666666666666667,4.813924963924966,0.7787878787878788,,2.6674603174603173
SICKLE CELL DISEASE * 5. Treatment,0.5595238095238095,5.073376623376624,,,0.4361111111111111
PNEUMONIA & INFLUENZA * 1. Biology,0.557142857142857,8.390277777777778,1.5833333333333333,0.6458333333333333,4.672817460317462
INFLUENZA * 1. Biology,0.557142857142857,6.445039682539685,0.5416666666666666,0.6458333333333333,2.0490079365079366
"ALZHEIMER'S DISEASE * 6. Cancer Control, Survivorship",0.5551948051948052,11.258571983571976,0.3055555555555556,0.1875,7.576551226551222
"INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 4. Early Detection, Diagnosis",0.55,3.361879786879787,,,0.7482142857142857
STEM CELL RESEARCH * 3. Prevention,0.5444444444444444,14.682142857142846,0.16666666666666666,,1.9666666666666663
"HEPATITIS - B * 6. Cancer Control, Survivorship",0.5432900432900433,7.576100288600285,0.18392857142857144,0.33035714285714285,2.442261904761905
DRUG ABUSE (NIDA ONLY) * 1. Biology,0.5388888888888889,10.570454545454542,0.625,0.4714285714285715,1.7148809523809523
INFANT MORTALITY/ (LBW) * 1. Biology,0.5380952380952381,6.203968253968255,0.6166666666666667,0.25,4.228174603174604
"SEPTICEMIA * 4. Early Detection, Diagnosis",0.5333333333333333,2.0857142857142854,,,0.4
"SICKLE CELL DISEASE * 6. Cancer Control, Survivorship",0.5333333333333333,5.493650793650794,0.16666666666666666,0.3333333333333333,0.1111111111111111
"SPINAL CORD INJURY * 6. Cancer Control, Survivorship",0.5277777777777778,5.173629148629147,0.25,,1.9853174603174604
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 5. Treatment,0.5270202020202019,3.5395604395604394,,,0.27692307692307694
"EMPHYSEMA * 6. Cancer Control, Survivorship",0.5111111111111111,1.8722222222222222,0.05555555555555555,,
CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 2. Etiology,0.5027777777777778,27.199007936507925,1.6259920634920635,0.14285714285714285,13.437301587301583
INFERTILITY * 5. Treatment,0.5,2.125,0.08333333333333333,,
"CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 4. Early Detection, Diagnosis",0.5,8.299999999999999,0.3333333333333333,,1.3333333333333333
"PNEUMONIA * 4. Early Detection, Diagnosis",0.5,0.5952380952380952,,,0.25
ALLERGIC RHINITIS (HAY FEVER) * 5. Treatment,0.5,,,,
"AGENT ORANGE & DIOXIN * 6. Cancer Control, Survivorship",0.5,1.0,,,
"INJURY - TRAUMA - (HEAD AND SPINE) * 4. Early Detection, Diagnosis",0.5,5.012301587301589,,,1.225
"PNEUMONIA & INFLUENZA * 4. Early Detection, Diagnosis",0.5,3.7619047619047614,,,1.6845238095238095
"ARTHRITIS * 4. Early Detection, Diagnosis",0.5,33.282142857142844,2.6666666666666665,2.1666666666666665,1.7
CLIMATE-RELATED EXPOSURES AND CONDITIONS * 5. Treatment,0.5,16.03333333333333,3.0,0.5,4.5
HUMAN FETAL TISSUE * 1. Biology,0.5,3.657142857142857,,,1.0595238095238093
PSORIASIS * 2. Etiology,0.5,9.62142857142857,0.75,1.1749999999999998,0.8333333333333333
GENETIC TESTING * 3. Prevention,0.5,10.786742424242421,1.2297619047619048,0.375,0.8291666666666666
CHRONIC FATIGUE SYNDROME (ME/CFS) * 1. Biology,0.5,0.49999999999999994,0.3333333333333333,,
FOOD ALLERGIES * 2. Etiology,0.5,5.475,0.5833333333333333,0.25,6.871825396825397
"DIABETES * 4. Early Detection, Diagnosis",0.5,33.32420634920635,3.0833333333333335,1.4999999999999998,4.291666666666667
"HEADACHES * 6. Cancer Control, Survivorship",0.4928571428571428,4.0281135531135535,,,1.0146825396825396
INFLAMMATORY BOWEL DISEASE * 3. Prevention,0.4916666666666667,13.728571428571419,0.725,,0.6507936507936509
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN * 5. Treatment,0.4916666666666666,3.1780483405483406,0.14285714285714285,0.25,0.9148809523809525
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL * 5. Treatment,0.4916666666666666,5.185191197691196,0.26785714285714285,0.25,1.0398809523809525
STROKE * 5. Treatment,0.4888888888888888,6.156385281385281,1.3333333333333333,,2.8333333333333335
"VECTOR-BORNE DISEASES * 4. Early Detection, Diagnosis",0.47916666666666663,6.331349206349208,,,0.25
DEPRESSION * 5. Treatment,0.475,6.476190476190476,,,2.0416666666666665
LIVER CANCER * 3. Prevention,0.47380952380952374,7.9719155844155845,0.330952380952381,,0.1111111111111111
ASTHMA * 3. Prevention,0.4583333333333333,7.629563492063493,0.861111111111111,,2.8249999999999997
POST-TRAUMATIC STRESS DISORDER (PTSD) * 2. Etiology,0.4583333333333333,3.2123015873015874,,,1.125
SCHIZOPHRENIA * 1. Biology,0.45,4.004166666666667,,0.14285714285714285,3.1214285714285714
EMPHYSEMA * 1. Biology,0.45,0.8075396825396826,,,0.125
ATAXIA TELANGIECTASIA * 2. Etiology,0.4380952380952381,3.1539682539682543,1.752579365079365,0.18333333333333335,1.7553571428571428
"HEPATITIS - B * 4. Early Detection, Diagnosis",0.4365079365079365,1.7648809523809528,0.09401709401709402,,0.05555555555555555
"PERIPHERAL NEUROPATHY * 4. Early Detection, Diagnosis",0.43333333333333335,3.066666666666667,0.26666666666666666,,0.25
DOWN SYNDROME * 2. Etiology,0.4186507936507936,2.1716810966810964,0.11805555555555555,,0.3984487734487734
INJURY - TRAUMATIC BRAIN INJURY * 5. Treatment,0.41666666666666663,1.8273809523809523,,0.125,0.16666666666666666
"TUBERCULOSIS * 4. Early Detection, Diagnosis",0.41666666666666663,7.725793650793653,,1.0,0.5
"RURAL HEALTH * 6. Cancer Control, Survivorship",0.41666666666666663,126.76805555555555,3.0166666666666666,,53.77222222222224
POLYCYSTIC KIDNEY DISEASE * 5. Treatment,0.41666666666666663,2.0095238095238095,,,
MUSCULAR DYSTROPHY * 5. Treatment,0.40202020202020206,1.1527777777777777,,,
HODGKIN'S DISEASE * 2. Etiology,0.4,6.1585317460317475,4.071428571428572,1.438095238095238,0.8244047619047619
"BIODEFENSE * 4. Early Detection, Diagnosis",0.3958333333333333,11.862734487734482,,,0.5928571428571429
"NEUROFIBROMATOSIS * 6. Cancer Control, Survivorship",0.39285714285714285,1.6095238095238098,,,0.1
MYOTONIC DYSTROPHY * 1. Biology,0.37896825396825395,0.26785714285714285,,,
ANTIMICROBIAL RESISTANCE * 2. Etiology,0.375,6.283766233766234,,0.30000000000000004,1.7303571428571427
DIGESTIVE DISEASES - (GALLBLADDER) * 2. Etiology,0.3484848484848485,5.279166666666665,0.2,,2.108730158730159
ORPHAN DRUG * 3. Prevention,0.3464285714285714,21.869246031746027,0.5027777777777778,,1.0764069264069263
"NEUROBLASTOMA * 6. Cancer Control, Survivorship",0.34285714285714286,2.349404761904762,0.08333333333333333,,0.6000000000000001
TUBERCULOSIS VACCINE * 5. Treatment,0.34285714285714286,1.8115079365079365,0.1111111111111111,,0.488095238095238
HEALTH EFFECTS OF INDOOR AIR POLLUTION * 1. Biology,0.3333333333333333,0.25,,0.16666666666666666,0.3333333333333333
"RHEUMATOID ARTHRITIS * 6. Cancer Control, Survivorship",0.3333333333333333,2.706349206349206,0.5333333333333333,0.3333333333333333,
SCLERODERMA * 5. Treatment,0.3333333333333333,1.0333333333333332,,,0.08333333333333333
"LUPUS * 6. Cancer Control, Survivorship",0.3333333333333333,13.349242424242423,1.35,,0.25
OSTEOPOROSIS * 3. Prevention,0.3333333333333333,11.134523809523808,1.6833333333333331,,4.741666666666666
TUBEROUS SCLEROSIS * 5. Treatment,0.3333333333333333,5.695238095238095,,,0.3333333333333333
"SPINAL CORD INJURY * 4. Early Detection, Diagnosis",0.3333333333333333,2.5873015873015874,,,0.8
PNEUMONIA * 1. Biology,0.3333333333333333,3.817857142857143,1.0416666666666665,,3.361904761904763
LUPUS * 3. Prevention,0.3333333333333333,1.0,,,
ANXIETY DISORDERS * 2. Etiology,0.3333333333333333,2.6039682539682536,,,0.125
"HYPERTENSION * 4. Early Detection, Diagnosis",0.3333333333333333,3.4250000000000003,,,0.5333333333333333
ARTHRITIS * 3. Prevention,0.3333333333333333,6.481746031746032,0.5333333333333333,0.08333333333333333,4.770833333333334
"ASTHMA * 4. Early Detection, Diagnosis",0.3333333333333333,4.616666666666666,,,2.0
HYDROCEPHALUS * 1. Biology,0.3333333333333333,0.25,,,
"FIBROMYALGIA * 6. Cancer Control, Survivorship",0.3333333333333333,12.55515873015873,,,0.25
STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 3. Prevention,0.3333333333333333,6.267857142857143,,,0.2
CONGENITAL STRUCTURAL ANOMALIES * 5. Treatment,0.3333333333333333,1.776190476190476,,,
"PRESCRIPTION DRUG ABUSE * 6. Cancer Control, Survivorship",0.3333333333333333,5.260119047619049,0.16666666666666666,,2.4198412698412697
ALS * 5. Treatment,0.3214285714285714,1.6163419913419912,,,0.4261904761904762
FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY * 1. Biology,0.30952380952380953,0.9107142857142856,,,
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA * 1. Biology,0.3055555555555556,4.204401154401155,0.25757575757575757,,1.4690476190476192
NEUROFIBROMATOSIS * 5. Treatment,0.30000000000000004,17.345238095238084,0.08333333333333333,0.08333333333333333,0.4
SPINAL CORD INJURY * 1. Biology,0.2857142857142857,2.2218253968253965,0.2,0.07142857142857142,1.0357142857142856
INJURY - TRAUMA - (HEAD AND SPINE) * 1. Biology,0.2857142857142857,2.757539682539682,0.5428571428571429,0.3571428571428571,1.769047619047619
EMPHYSEMA * 2. Etiology,0.2777777777777778,6.5047619047619065,0.05555555555555555,,2.6583333333333337
"MAJOR DEPRESSIVE DISORDER * 6. Cancer Control, Survivorship",0.2777777777777778,3.7462301587301594,,,0.3736111111111111
HUNTINGTON'S DISEASE * 2. Etiology,0.2777777777777778,0.30952380952380953,,0.07142857142857142,
"ALS * 6. Cancer Control, Survivorship",0.27142857142857146,1.7249999999999999,0.2,,3.7825757575757586
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 4. Early Detection, Diagnosis",0.27142857142857146,2.9869047619047624,,,1.25
PEDIATRIC CANCER * 3. Prevention,0.2658730158730158,6.365079365079366,,,1.3095238095238093
INFANT MORTALITY/ (LBW) * 2. Etiology,0.2611111111111111,29.533970658970667,1.9404761904761907,0.996031746031746,5.995436507936509
ATTENTION DEFICIT DISORDER (ADD) * 2. Etiology,0.25555555555555554,1.2803571428571427,0.16666666666666666,,0.6166666666666666
UNDERAGE DRINKING * 3. Prevention,0.25555555555555554,25.539285714285707,1.625,,6.276190476190476
"EMERGENCY CARE * 6. Cancer Control, Survivorship",0.25,21.066666666666666,3.333333333333333,,9.500000000000002
TUBERCULOSIS * 2. Etiology,0.25,5.294047619047619,0.05,1.292857142857143,1.2277777777777776
"MALARIA * 4. Early Detection, Diagnosis",0.25,2.8095238095238098,,,
MIND AND BODY * 2. Etiology,0.25,2.795634920634921,0.125,,1.419047619047619
"INFLUENZA * 6. Cancer Control, Survivorship",0.25,3.452380952380952,0.22619047619047616,,4.946031746031746
ENDOMETRIOSIS * 1. Biology,0.25,7.801190476190477,1.4,0.5,0.65
