funder_name,grnt_rcdc,pub_rcdc,nb_grnts,nb_obs,nb_pubs
National Cancer Institute,Childhood Leukemia,Kidney Disease,3,3,2
National Cancer Institute,Childhood Leukemia,Liver Disease,9,9,8
National Cancer Institute,Childhood Leukemia,Lung,8,9,8
National Cancer Institute,Childhood Leukemia,Lung Cancer,2,6,6
National Cancer Institute,Childhood Leukemia,Lymphoma,12,24,21
National Cancer Institute,Childhood Leukemia,Mental Health,4,5,4
National Cancer Institute,Childhood Leukemia,Nanotechnology,6,8,4
National Cancer Institute,Childhood Leukemia,Neuroblastoma,6,7,6
National Cancer Institute,Childhood Leukemia,Neurodegenerative,12,12,9
National Cancer Institute,Childhood Leukemia,Neurofibromatosis,2,2,2
National Cancer Institute,Childhood Leukemia,Neurosciences,36,53,40
National Cancer Institute,Childhood Leukemia,Nutrition,12,16,14
National Cancer Institute,Childhood Leukemia,Obesity,5,10,10
National Cancer Institute,Childhood Leukemia,Organ Transplantation,5,5,4
National Cancer Institute,Childhood Leukemia,Orphan Drug,42,77,50
National Cancer Institute,Childhood Leukemia,Osteoporosis,2,2,1
National Cancer Institute,Childhood Leukemia,Ovarian Cancer,2,2,2
National Cancer Institute,Childhood Leukemia,Pain Research,3,3,3
National Cancer Institute,Childhood Leukemia,Pancreatic Cancer,4,4,3
National Cancer Institute,Childhood Leukemia,Patient Safety,13,33,22
National Cancer Institute,Childhood Leukemia,Pediatric,76,302,186
National Cancer Institute,Childhood Leukemia,Pediatric Cancer,79,286,155
National Cancer Institute,Childhood Leukemia,Pediatric Research Initiative,42,124,71
National Cancer Institute,Childhood Leukemia,Perinatal - Birth - Preterm (LBW),1,1,1
National Cancer Institute,Childhood Leukemia,Perinatal Period - Conditions Originating in Perinatal Period,6,11,11
National Cancer Institute,Childhood Leukemia,Peripheral Neuropathy,1,1,1
National Cancer Institute,Childhood Leukemia,Prevention,38,82,52
National Cancer Institute,Childhood Leukemia,Rare Diseases,81,437,287
National Cancer Institute,Childhood Leukemia,Regenerative Medicine,20,23,21
National Cancer Institute,Childhood Leukemia,Rehabilitation,3,10,10
National Cancer Institute,Childhood Leukemia,Rural Health,2,5,3
National Cancer Institute,Childhood Leukemia,Sexually Transmitted Diseases/Herpes,3,3,3
National Cancer Institute,Childhood Leukemia,Sickle Cell Disease,2,2,2
National Cancer Institute,Childhood Leukemia,Smoking and Health,3,3,2
National Cancer Institute,Childhood Leukemia,Stem Cell Research,58,161,109
National Cancer Institute,Childhood Leukemia,Stem Cell Research - Embryonic - Human,1,1,1
National Cancer Institute,Childhood Leukemia,Stem Cell Research - Embryonic - Non-Human,4,4,4
National Cancer Institute,Childhood Leukemia,Stem Cell Research - Nonembryonic - Human,34,48,39
National Cancer Institute,Childhood Leukemia,Stem Cell Research - Nonembryonic - Non-Human,37,61,46
National Cancer Institute,Childhood Leukemia,Stem Cell Research - Umbilical Cord Blood/ Placenta,1,1,1
National Cancer Institute,Childhood Leukemia,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,2,2,2
National Cancer Institute,Childhood Leukemia,Substance Abuse,2,2,2
National Cancer Institute,Childhood Leukemia,Tobacco,1,1,1
National Cancer Institute,Childhood Leukemia,Transplantation,30,45,33
National Cancer Institute,Childhood Leukemia,Urologic Diseases,7,7,7
National Cancer Institute,Childhood Leukemia,Vaccine Related,3,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,,39,251,243
National Cancer Institute,Climate-Related Exposures and Conditions,Aging,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,"Alcoholism, Alcohol Use and Health",1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Antimicrobial Resistance,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Asthma,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Autoimmune Disease,2,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Basic Behavioral and Social Science,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Behavioral and Social Science,2,6,6
National Cancer Institute,Climate-Related Exposures and Conditions,Biodefense,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Bioengineering,6,9,9
National Cancer Institute,Climate-Related Exposures and Conditions,Biotechnology,12,23,23
National Cancer Institute,Climate-Related Exposures and Conditions,Brain Disorders,4,6,6
National Cancer Institute,Climate-Related Exposures and Conditions,Breast Cancer,9,14,14
National Cancer Institute,Climate-Related Exposures and Conditions,Cancer,34,203,193
National Cancer Institute,Climate-Related Exposures and Conditions,Cardiovascular,3,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Cervical Cancer,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Climate-Related Exposures and Conditions,17,45,37
National Cancer Institute,Climate-Related Exposures and Conditions,Clinical Research,16,54,54
National Cancer Institute,Climate-Related Exposures and Conditions,Clinical Trials and Supportive Activities,3,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Colo-Rectal Cancer,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Comparative Effectiveness Research,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Complementary and Alternative Medicine,10,12,10
National Cancer Institute,Climate-Related Exposures and Conditions,Contraception/Reproduction,1,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Cost Effectiveness Research,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Crohn's Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Dental/Oral and Craniofacial Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Diabetes,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Diagnostic Radiology,2,7,7
National Cancer Institute,Climate-Related Exposures and Conditions,Digestive Diseases,5,23,23
National Cancer Institute,Climate-Related Exposures and Conditions,Emerging Infectious Diseases,3,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Foodborne Illness,2,5,5
National Cancer Institute,Climate-Related Exposures and Conditions,Genetics,19,72,72
National Cancer Institute,Climate-Related Exposures and Conditions,Health Services,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Heart Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Heart Disease - Coronary Heart Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Hematology,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Human Genome,2,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Immunization,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Infectious Diseases,3,12,12
National Cancer Institute,Climate-Related Exposures and Conditions,Inflammatory Bowel Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Liver Cancer,1,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Liver Disease,1,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Lung,5,5,5
National Cancer Institute,Climate-Related Exposures and Conditions,Lung Cancer,2,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,Lymphoma,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Mental Health,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Mind and Body,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Nanotechnology,3,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,Neurodegenerative,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Neurosciences,2,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Nutrition,7,8,7
National Cancer Institute,Climate-Related Exposures and Conditions,Obesity,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Organ Transplantation,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Orphan Drug,5,5,5
National Cancer Institute,Climate-Related Exposures and Conditions,Osteoporosis,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Ovarian Cancer,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Pain Research,2,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Pancreatic Cancer,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Pediatric,6,8,8
National Cancer Institute,Climate-Related Exposures and Conditions,Pediatric Cancer,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Pneumonia & Influenza,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Prevention,16,43,40
National Cancer Institute,Climate-Related Exposures and Conditions,Prostate Cancer,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Psoriasis,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Rare Diseases,17,40,40
National Cancer Institute,Climate-Related Exposures and Conditions,Regenerative Medicine,3,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,Rural Health,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Smoking and Health,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Stem Cell Research,9,10,10
National Cancer Institute,Climate-Related Exposures and Conditions,Stem Cell Research - Nonembryonic - Human,2,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Stem Cell Research - Nonembryonic - Non-Human,3,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,Substance Abuse,2,5,5
National Cancer Institute,Climate-Related Exposures and Conditions,Tobacco,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Transplantation,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Urologic Diseases,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Vaccine Related,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Vector-Borne Diseases,1,10,10
National Cancer Institute,Clinical Research,,53,818,723
National Cancer Institute,Clinical Research,Adolescent Sexual Activity,1,1,1
National Cancer Institute,Clinical Research,Aging,10,17,16
National Cancer Institute,Clinical Research,Alzheimer's Disease,2,2,1
National Cancer Institute,Clinical Research,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),2,2,1
National Cancer Institute,Clinical Research,Assistive Technology,1,1,1
National Cancer Institute,Clinical Research,Asthma,1,1,1
National Cancer Institute,Clinical Research,Atherosclerosis,1,2,2
National Cancer Institute,Clinical Research,Autoimmune Disease,3,3,2
National Cancer Institute,Clinical Research,Basic Behavioral and Social Science,1,2,2
National Cancer Institute,Clinical Research,Behavioral and Social Science,2,2,2
National Cancer Institute,Clinical Research,Bioengineering,25,338,239
National Cancer Institute,Clinical Research,Biotechnology,11,26,22
National Cancer Institute,Clinical Research,Brain Cancer,1,1,1
National Cancer Institute,Clinical Research,Brain Disorders,8,30,22
National Cancer Institute,Clinical Research,Breast Cancer,22,94,82
National Cancer Institute,Clinical Research,Cancer,33,284,240
National Cancer Institute,Clinical Research,Cannabinoid Research,1,1,1
National Cancer Institute,Clinical Research,Cardiovascular,6,12,10
National Cancer Institute,Clinical Research,Cervical Cancer,2,2,2
National Cancer Institute,Clinical Research,Childhood Leukemia,1,2,2
National Cancer Institute,Clinical Research,Chronic Liver Disease and Cirrhosis,1,1,1
National Cancer Institute,Clinical Research,Climate-Related Exposures and Conditions,3,7,5
National Cancer Institute,Clinical Research,Clinical Research,28,147,143
National Cancer Institute,Clinical Research,Clinical Trials and Supportive Activities,10,18,18
National Cancer Institute,Clinical Research,Comparative Effectiveness Research,1,1,1
National Cancer Institute,Clinical Research,Complementary and Alternative Medicine,1,2,2
National Cancer Institute,Clinical Research,Contraception/Reproduction,1,1,1
National Cancer Institute,Clinical Research,Dental/Oral and Craniofacial Disease,5,8,7
National Cancer Institute,Clinical Research,Depression,1,2,2
National Cancer Institute,Clinical Research,Diabetes,1,1,1
National Cancer Institute,Clinical Research,Diagnostic Radiology,25,449,323
National Cancer Institute,Clinical Research,Digestive Diseases,11,26,21
National Cancer Institute,Clinical Research,Drug Abuse (NIDA Only),1,1,1
National Cancer Institute,Clinical Research,Epilepsy,3,3,2
National Cancer Institute,Clinical Research,Estrogen,1,1,1
National Cancer Institute,Clinical Research,Eye Disease And Disorders Of Vision,2,6,3
National Cancer Institute,Clinical Research,Gene Therapy,1,1,1
National Cancer Institute,Clinical Research,Genetics,9,18,14
National Cancer Institute,Clinical Research,HIV/AIDS,3,5,5
National Cancer Institute,Clinical Research,Health Services,2,2,2
National Cancer Institute,Clinical Research,Heart Disease,5,8,8
National Cancer Institute,Clinical Research,Heart Disease - Coronary Heart Disease,2,3,3
National Cancer Institute,Clinical Research,Hematology,8,59,51
National Cancer Institute,Clinical Research,Human Genome,3,6,6
National Cancer Institute,Clinical Research,Immunization,2,2,2
National Cancer Institute,Clinical Research,Infant Mortality/ (LBW),1,1,1
National Cancer Institute,Clinical Research,Infectious Diseases,2,6,6
National Cancer Institute,Clinical Research,Injury (total) Accidents/Adverse Effects,2,2,1
National Cancer Institute,Clinical Research,Kidney Disease,4,9,8
National Cancer Institute,Clinical Research,Liver Cancer,1,1,1
National Cancer Institute,Clinical Research,Liver Disease,1,1,1
National Cancer Institute,Clinical Research,Lung,1,3,3
National Cancer Institute,Clinical Research,Lung Cancer,4,9,9
National Cancer Institute,Clinical Research,Lymphoma,1,4,4
National Cancer Institute,Clinical Research,Mental Health,1,1,1
National Cancer Institute,Clinical Research,Nanotechnology,6,24,17
National Cancer Institute,Clinical Research,Networking and Information Technology R&D,1,2,2
National Cancer Institute,Clinical Research,Neurodegenerative,1,1,1
National Cancer Institute,Clinical Research,Neurofibromatosis,1,1,1
National Cancer Institute,Clinical Research,Neurosciences,10,42,32
National Cancer Institute,Clinical Research,Nutrition,3,10,10
National Cancer Institute,Clinical Research,Obesity,1,2,2
National Cancer Institute,Clinical Research,Organ Transplantation,1,2,2
National Cancer Institute,Clinical Research,Orphan Drug,2,4,4
National Cancer Institute,Clinical Research,Osteoporosis,2,7,7
National Cancer Institute,Clinical Research,Pain Conditions - Chronic,1,1,1
National Cancer Institute,Clinical Research,Pain Research,2,2,2
National Cancer Institute,Clinical Research,Pancreatic Cancer,1,1,1
National Cancer Institute,Clinical Research,Patient Safety,7,9,9
National Cancer Institute,Clinical Research,Pediatric,5,15,15
National Cancer Institute,Clinical Research,Pediatric Cancer,2,2,2
National Cancer Institute,Clinical Research,Pediatric Research Initiative,1,1,1
National Cancer Institute,Clinical Research,Perinatal Period - Conditions Originating in Perinatal Period,1,3,3
National Cancer Institute,Clinical Research,Peripheral Neuropathy,1,1,1
National Cancer Institute,Clinical Research,Pneumonia,1,1,1
National Cancer Institute,Clinical Research,Prevention,17,54,48
National Cancer Institute,Clinical Research,Prostate Cancer,2,2,2
National Cancer Institute,Clinical Research,Rare Diseases,14,49,45
National Cancer Institute,Clinical Research,Regenerative Medicine,4,4,4
National Cancer Institute,Clinical Research,Rehabilitation,1,1,1
National Cancer Institute,Clinical Research,Stem Cell Research,9,15,14
National Cancer Institute,Clinical Research,Stem Cell Research - Embryonic - Human,1,1,1
National Cancer Institute,Clinical Research,Stem Cell Research - Nonembryonic - Human,4,7,7
National Cancer Institute,Clinical Research,Stem Cell Research - Nonembryonic - Non-Human,1,1,1
National Cancer Institute,Clinical Research,Tobacco,1,1,1
National Cancer Institute,Clinical Research,Transplantation,4,11,11
National Cancer Institute,Clinical Research,Urologic Diseases,4,9,9
National Cancer Institute,Clinical Research,Vaccine Related,2,3,3
National Cancer Institute,Clinical Trials and Supportive Activities,,10,128,125
National Cancer Institute,Clinical Trials and Supportive Activities,Aging,3,4,4
National Cancer Institute,Clinical Trials and Supportive Activities,Behavioral and Social Science,2,5,5
National Cancer Institute,Clinical Trials and Supportive Activities,Brain Disorders,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Breast Cancer,4,16,16
National Cancer Institute,Clinical Trials and Supportive Activities,Cancer,6,48,48
National Cancer Institute,Clinical Trials and Supportive Activities,Cardiovascular,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Cervical Cancer,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Clinical Research,5,26,26
National Cancer Institute,Clinical Trials and Supportive Activities,Clinical Trials and Supportive Activities,3,11,11
National Cancer Institute,Clinical Trials and Supportive Activities,Colo-Rectal Cancer,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Comparative Effectiveness Research,1,2,2
National Cancer Institute,Clinical Trials and Supportive Activities,Complementary and Alternative Medicine,2,3,3
National Cancer Institute,Clinical Trials and Supportive Activities,Diagnostic Radiology,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Digestive Diseases,4,6,6
National Cancer Institute,Clinical Trials and Supportive Activities,Estrogen,2,2,2
National Cancer Institute,Clinical Trials and Supportive Activities,Genetics,2,3,3
National Cancer Institute,Clinical Trials and Supportive Activities,Health Services,1,2,2
National Cancer Institute,Clinical Trials and Supportive Activities,Heart Disease,1,5,5
National Cancer Institute,Clinical Trials and Supportive Activities,Hematology,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Lung,3,4,4
National Cancer Institute,Clinical Trials and Supportive Activities,Lung Cancer,2,3,3
National Cancer Institute,Clinical Trials and Supportive Activities,Lymphoma,1,2,2
National Cancer Institute,Clinical Trials and Supportive Activities,Mind and Body,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Neurosciences,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Nutrition,1,2,2
National Cancer Institute,Clinical Trials and Supportive Activities,Obesity,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Pain Research,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Pancreatic Cancer,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Patient Safety,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Physical Rehabilitation,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Prevention,4,5,5
National Cancer Institute,Clinical Trials and Supportive Activities,Prostate Cancer,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Rare Diseases,3,5,5
National Cancer Institute,Clinical Trials and Supportive Activities,Rehabilitation,1,5,5
National Cancer Institute,Clinical Trials and Supportive Activities,Rheumatoid Arthritis,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Sexually Transmitted Diseases/Herpes,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Smoking and Health,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Stroke,1,1,1
National Cancer Institute,Clinical Trials and Supportive Activities,Urologic Diseases,2,10,10
National Cancer Institute,Colo-Rectal Cancer,,100,1414,1330
National Cancer Institute,Colo-Rectal Cancer,Acquired Cognitive Impairment,1,2,2
National Cancer Institute,Colo-Rectal Cancer,Agent Orange & Dioxin,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Aging,15,29,27
National Cancer Institute,Colo-Rectal Cancer,"Alcoholism, Alcohol Use and Health",1,1,1
National Cancer Institute,Colo-Rectal Cancer,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),1,2,2
National Cancer Institute,Colo-Rectal Cancer,Antimicrobial Resistance,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Arthritis,4,4,2
National Cancer Institute,Colo-Rectal Cancer,Asthma,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Atherosclerosis,6,6,6
National Cancer Institute,Colo-Rectal Cancer,Autoimmune Disease,10,15,15
National Cancer Institute,Colo-Rectal Cancer,Behavioral and Social Science,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Biodefense,2,3,3
National Cancer Institute,Colo-Rectal Cancer,Bioengineering,14,79,78
National Cancer Institute,Colo-Rectal Cancer,Biotechnology,38,99,95
National Cancer Institute,Colo-Rectal Cancer,Brain Cancer,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Brain Disorders,9,10,9
National Cancer Institute,Colo-Rectal Cancer,Breast Cancer,27,49,41
National Cancer Institute,Colo-Rectal Cancer,Cancer,83,466,422
National Cancer Institute,Colo-Rectal Cancer,Cannabinoid Research,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Cardiovascular,10,13,13
National Cancer Institute,Colo-Rectal Cancer,Chronic Liver Disease and Cirrhosis,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Climate-Related Exposures and Conditions,1,2,2
National Cancer Institute,Colo-Rectal Cancer,Clinical Research,42,129,122
National Cancer Institute,Colo-Rectal Cancer,Clinical Trials and Supportive Activities,12,29,28
National Cancer Institute,Colo-Rectal Cancer,Colo-Rectal Cancer,42,91,83
National Cancer Institute,Colo-Rectal Cancer,Complementary and Alternative Medicine,12,21,21
National Cancer Institute,Colo-Rectal Cancer,Congenital Structural Anomalies,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Contraception/Reproduction,4,6,6
National Cancer Institute,Colo-Rectal Cancer,Crohn's Disease,2,3,3
National Cancer Institute,Colo-Rectal Cancer,Dementia,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Dental/Oral and Craniofacial Disease,2,3,3
National Cancer Institute,Colo-Rectal Cancer,Depression,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Diabetes,8,9,9
National Cancer Institute,Colo-Rectal Cancer,Diagnostic Radiology,12,20,20
National Cancer Institute,Colo-Rectal Cancer,Digestive Diseases,61,259,234
National Cancer Institute,Colo-Rectal Cancer,Emerging Infectious Diseases,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Endometriosis,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Estrogen,3,9,9
National Cancer Institute,Colo-Rectal Cancer,Eye Disease And Disorders Of Vision,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Gene Therapy,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Genetic Testing,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Genetics,50,121,119
National Cancer Institute,Colo-Rectal Cancer,Health Services,4,4,4
National Cancer Institute,Colo-Rectal Cancer,Heart Disease,2,3,3
National Cancer Institute,Colo-Rectal Cancer,Heart Disease - Coronary Heart Disease,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Hematology,17,20,19
National Cancer Institute,Colo-Rectal Cancer,Human Genome,14,20,19
National Cancer Institute,Colo-Rectal Cancer,Immunization,4,5,4
National Cancer Institute,Colo-Rectal Cancer,Infectious Diseases,11,12,12
National Cancer Institute,Colo-Rectal Cancer,Inflammatory Bowel Disease,8,10,9
National Cancer Institute,Colo-Rectal Cancer,Injury (total) Accidents/Adverse Effects,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Kidney Disease,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Liver Cancer,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Liver Disease,11,17,17
National Cancer Institute,Colo-Rectal Cancer,Lung,16,21,19
National Cancer Institute,Colo-Rectal Cancer,Lung Cancer,14,18,15
National Cancer Institute,Colo-Rectal Cancer,Lupus,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Lymphoma,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Mental Health,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Multiple Sclerosis,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Nanotechnology,6,38,36
National Cancer Institute,Colo-Rectal Cancer,Networking and Information Technology R&D,4,14,14
National Cancer Institute,Colo-Rectal Cancer,Neurodegenerative,3,4,4
National Cancer Institute,Colo-Rectal Cancer,Neurosciences,21,27,27
National Cancer Institute,Colo-Rectal Cancer,Nutrition,24,34,34
National Cancer Institute,Colo-Rectal Cancer,Obesity,3,5,5
National Cancer Institute,Colo-Rectal Cancer,Orphan Drug,16,25,23
National Cancer Institute,Colo-Rectal Cancer,Ovarian Cancer,6,7,5
National Cancer Institute,Colo-Rectal Cancer,Pain Conditions - Chronic,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Pain Research,6,6,6
National Cancer Institute,Colo-Rectal Cancer,Pancreatic Cancer,9,13,11
National Cancer Institute,Colo-Rectal Cancer,Parkinson's Disease,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Patient Safety,7,13,12
National Cancer Institute,Colo-Rectal Cancer,Pediatric,6,7,7
National Cancer Institute,Colo-Rectal Cancer,Pediatric Research Initiative,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Perinatal Period - Conditions Originating in Perinatal Period,1,3,3
National Cancer Institute,Colo-Rectal Cancer,Pneumonia & Influenza,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Prevention,39,75,69
National Cancer Institute,Colo-Rectal Cancer,Prostate Cancer,3,5,4
National Cancer Institute,Colo-Rectal Cancer,Rare Diseases,46,83,80
National Cancer Institute,Colo-Rectal Cancer,Regenerative Medicine,5,6,6
National Cancer Institute,Colo-Rectal Cancer,Rehabilitation,2,2,2
National Cancer Institute,Colo-Rectal Cancer,Rheumatoid Arthritis,2,2,1
National Cancer Institute,Colo-Rectal Cancer,Rural Health,1,2,2
National Cancer Institute,Colo-Rectal Cancer,Schizophrenia,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Smoking and Health,3,4,4
National Cancer Institute,Colo-Rectal Cancer,Stem Cell Research,13,15,15
National Cancer Institute,Colo-Rectal Cancer,Stem Cell Research - Nonembryonic - Human,9,11,9
National Cancer Institute,Colo-Rectal Cancer,Stem Cell Research - Nonembryonic - Non-Human,8,10,10
National Cancer Institute,Colo-Rectal Cancer,Stroke,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Substance Abuse,4,4,4
National Cancer Institute,Colo-Rectal Cancer,Transplantation,3,3,3
National Cancer Institute,Colo-Rectal Cancer,Tuberculosis,4,5,5
National Cancer Institute,Colo-Rectal Cancer,Tuberous Sclerosis,1,1,1
National Cancer Institute,Colo-Rectal Cancer,Urologic Diseases,9,15,13
National Cancer Institute,Colo-Rectal Cancer,Vaccine Related,6,6,6
National Cancer Institute,Colo-Rectal Cancer,Vaccine related (AIDS),1,1,1
National Cancer Institute,Colo-Rectal Cancer,Vector-Borne Diseases,1,2,2
National Cancer Institute,Comparative Effectiveness Research,,99,2360,1778
National Cancer Institute,Comparative Effectiveness Research,ALS,1,1,1
National Cancer Institute,Comparative Effectiveness Research,Acquired Cognitive Impairment,3,5,5
National Cancer Institute,Comparative Effectiveness Research,Aging,51,279,201
National Cancer Institute,Comparative Effectiveness Research,"Alcoholism, Alcohol Use and Health",7,11,9
National Cancer Institute,Comparative Effectiveness Research,Alzheimer's Disease,4,7,5
National Cancer Institute,Comparative Effectiveness Research,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),1,1,1
National Cancer Institute,Comparative Effectiveness Research,American Indians / Alaska Natives,1,1,1
National Cancer Institute,Comparative Effectiveness Research,Anxiety Disorders,3,3,2
National Cancer Institute,Comparative Effectiveness Research,Arthritis,3,5,3
National Cancer Institute,Comparative Effectiveness Research,Assistive Technology,2,4,4
National Cancer Institute,Comparative Effectiveness Research,Asthma,5,5,3
National Cancer Institute,Comparative Effectiveness Research,Atherosclerosis,4,16,14
National Cancer Institute,Comparative Effectiveness Research,Autism,1,1,1
National Cancer Institute,Comparative Effectiveness Research,Autoimmune Disease,4,4,3
National Cancer Institute,Comparative Effectiveness Research,Basic Behavioral and Social Science,35,58,41
National Cancer Institute,Comparative Effectiveness Research,Behavioral and Social Science,64,258,191
National Cancer Institute,Comparative Effectiveness Research,Bioengineering,30,64,36
National Cancer Institute,Comparative Effectiveness Research,Biotechnology,15,27,18
National Cancer Institute,Comparative Effectiveness Research,Brain Cancer,4,4,3
National Cancer Institute,Comparative Effectiveness Research,Brain Disorders,23,46,43
National Cancer Institute,Comparative Effectiveness Research,Breast Cancer,42,351,122
National Cancer Institute,Comparative Effectiveness Research,Burden of Illness,4,5,1
National Cancer Institute,Comparative Effectiveness Research,Cancer,74,806,458
National Cancer Institute,Comparative Effectiveness Research,Cardiovascular,21,97,83
National Cancer Institute,Comparative Effectiveness Research,Cervical Cancer,4,4,3
National Cancer Institute,Comparative Effectiveness Research,Childhood Leukemia,1,1,1
National Cancer Institute,Comparative Effectiveness Research,Chronic Liver Disease and Cirrhosis,3,3,2
