rcdc_cso,rcdc,cso,pubs,agency
ESTROGEN * 1. Biology,ESTROGEN,1,24.041666666666657,Cancer Research UK
"LYMPHOMA * 6. Cancer Control, Survivorship",LYMPHOMA,6,5.3863095238095235,Cancer Research UK
PAIN CONDITIONS - CHRONIC * 5. Treatment,PAIN CONDITIONS - CHRONIC,5,6.341666666666669,Cancer Research UK
"SCHIZOPHRENIA * 6. Cancer Control, Survivorship",SCHIZOPHRENIA,6,2.0666666666666664,Cancer Research UK
CHRONIC LIVER DISEASE AND CIRRHOSIS * 5. Treatment,CHRONIC LIVER DISEASE AND CIRRHOSIS,5,2.0511904761904765,Cancer Research UK
"INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 6. Cancer Control, Survivorship",INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,6,4.427380952380952,Cancer Research UK
GENETIC TESTING * 1. Biology,GENETIC TESTING,1,6.5230158730158685,Cancer Research UK
EYE DISEASE AND DISORDERS OF VISION * 1. Biology,EYE DISEASE AND DISORDERS OF VISION,1,16.48333333333333,Cancer Research UK
OVARIAN CANCER * 1. Biology,OVARIAN CANCER,1,24.38373015873016,Cancer Research UK
ASTHMA * 2. Etiology,ASTHMA,2,2.992857142857142,Cancer Research UK
BIODEFENSE * 5. Treatment,BIODEFENSE,5,8.705952380952379,Cancer Research UK
SUBSTANCE ABUSE * 3. Prevention,SUBSTANCE ABUSE,3,120.66011904761885,Cancer Research UK
"NUTRITION * 4. Early Detection, Diagnosis",NUTRITION,4,10.11785714285714,Cancer Research UK
PANCREATIC CANCER * 2. Etiology,PANCREATIC CANCER,2,6.198809523809524,Cancer Research UK
"PANCREATIC CANCER * 6. Cancer Control, Survivorship",PANCREATIC CANCER,6,6.004761904761906,Cancer Research UK
OBESITY * 1. Biology,OBESITY,1,7.233333333333332,Cancer Research UK
CHRONIC LIVER DISEASE AND CIRRHOSIS * 1. Biology,CHRONIC LIVER DISEASE AND CIRRHOSIS,1,4.008730158730159,Cancer Research UK
INFLAMMATORY BOWEL DISEASE * 2. Etiology,INFLAMMATORY BOWEL DISEASE,2,3.1261904761904757,Cancer Research UK
MENTAL HEALTH * 2. Etiology,MENTAL HEALTH,2,7.611309523809526,Cancer Research UK
COLO-RECTAL CANCER * 3. Prevention,COLO-RECTAL CANCER,3,22.578373015873023,Cancer Research UK
BRAIN CANCER * 2. Etiology,BRAIN CANCER,2,9.076984126984133,Cancer Research UK
HEPATITIS - B * 2. Etiology,HEPATITIS - B,2,1.1969932844932842,Cancer Research UK
ORPHAN DRUG * 2. Etiology,ORPHAN DRUG,2,3.3484182484182483,Cancer Research UK
EYE DISEASE AND DISORDERS OF VISION * 5. Treatment,EYE DISEASE AND DISORDERS OF VISION,5,9.291666666666666,Cancer Research UK
GENETICS * 3. Prevention,GENETICS,3,18.15535714285715,Cancer Research UK
DIABETES * 3. Prevention,DIABETES,3,10.159740259740255,Cancer Research UK
PROSTATE CANCER * 2. Etiology,PROSTATE CANCER,2,58.47242063492073,Cancer Research UK
"BRAIN CANCER * 6. Cancer Control, Survivorship",BRAIN CANCER,6,2.3880952380952385,Cancer Research UK
"VACCINE RELATED * 6. Cancer Control, Survivorship",VACCINE RELATED,6,4.175595238095238,Cancer Research UK
"PEDIATRIC RESEARCH INITIATIVE * 6. Cancer Control, Survivorship",PEDIATRIC RESEARCH INITIATIVE,6,6.555555555555557,Cancer Research UK
"NEURODEGENERATIVE * 4. Early Detection, Diagnosis",NEURODEGENERATIVE,4,4.767929292929293,Cancer Research UK
"REGENERATIVE MEDICINE * 6. Cancer Control, Survivorship",REGENERATIVE MEDICINE,6,1.4625,Cancer Research UK
ORGAN TRANSPLANTATION * 5. Treatment,ORGAN TRANSPLANTATION,5,3.3119047619047617,Cancer Research UK
HEART DISEASE * 1. Biology,HEART DISEASE,1,9.861904761904766,Cancer Research UK
CONTRACEPTION/REPRODUCTION * 5. Treatment,CONTRACEPTION/REPRODUCTION,5,0.8333333333333334,Cancer Research UK
INFLAMMATORY BOWEL DISEASE * 1. Biology,INFLAMMATORY BOWEL DISEASE,1,3.792857142857143,Cancer Research UK
CHILDHOOD LEUKEMIA * 2. Etiology,CHILDHOOD LEUKEMIA,2,3.6069805194805187,Cancer Research UK
"HEART DISEASE * 4. Early Detection, Diagnosis",HEART DISEASE,4,8.965151515151517,Cancer Research UK
NEUROBLASTOMA * 1. Biology,NEUROBLASTOMA,1,4.7448412698412685,Cancer Research UK
"SEXUALLY TRANSMITTED DISEASES/HERPES * 4. Early Detection, Diagnosis",SEXUALLY TRANSMITTED DISEASES/HERPES,4,17.953571428571422,Cancer Research UK
MENTAL HEALTH * 1. Biology,MENTAL HEALTH,1,4.133928571428571,Cancer Research UK
CLIMATE-RELATED EXPOSURES AND CONDITIONS * 1. Biology,CLIMATE-RELATED EXPOSURES AND CONDITIONS,1,12.016666666666666,Cancer Research UK
"ASSISTIVE TECHNOLOGY * 6. Cancer Control, Survivorship",ASSISTIVE TECHNOLOGY,6,2.4166666666666665,Cancer Research UK
TRANSPLANTATION * 2. Etiology,TRANSPLANTATION,2,1.4714285714285713,Cancer Research UK
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 1. Biology,INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),1,7.605555555555558,Cancer Research UK
CROHN'S DISEASE * 2. Etiology,CROHN'S DISEASE,2,1.1761904761904762,Cancer Research UK
STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN * 1. Biology,STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN,1,22.161309523809514,Cancer Research UK
"STEM CELL RESEARCH - NONEMBRYONIC - HUMAN * 6. Cancer Control, Survivorship",STEM CELL RESEARCH - NONEMBRYONIC - HUMAN,6,0.1625,Cancer Research UK
"CERVICAL CANCER * 6. Cancer Control, Survivorship",CERVICAL CANCER,6,14.172023809523807,Cancer Research UK
ARTHRITIS * 5. Treatment,ARTHRITIS,5,19.254761904761907,Cancer Research UK
LUPUS * 1. Biology,LUPUS,1,2.9333333333333336,Cancer Research UK
INFLAMMATORY BOWEL DISEASE * 5. Treatment,INFLAMMATORY BOWEL DISEASE,5,1.5166666666666666,Cancer Research UK
"UTERINE CANCER * 4. Early Detection, Diagnosis",UTERINE CANCER,4,4.85,Cancer Research UK
"ESTROGEN * 6. Cancer Control, Survivorship",ESTROGEN,6,8.40952380952381,Cancer Research UK
BIOTECHNOLOGY * 3. Prevention,BIOTECHNOLOGY,3,7.4337301587301585,Cancer Research UK
"NEUROBLASTOMA * 4. Early Detection, Diagnosis",NEUROBLASTOMA,4,1.430952380952381,Cancer Research UK
"ORGAN TRANSPLANTATION * 6. Cancer Control, Survivorship",ORGAN TRANSPLANTATION,6,1.6249999999999998,Cancer Research UK
"SMOKING AND HEALTH * 6. Cancer Control, Survivorship",SMOKING AND HEALTH,6,14.70337301587301,Cancer Research UK
"TOBACCO * 6. Cancer Control, Survivorship",TOBACCO,6,14.70337301587301,Cancer Research UK
"INFERTILITY * 6. Cancer Control, Survivorship",INFERTILITY,6,4.055555555555555,Cancer Research UK
"HIV/AIDS * 4. Early Detection, Diagnosis",HIV/AIDS,4,7.094047619047619,Cancer Research UK
LUNG * 3. Prevention,LUNG,3,8.699603174603176,Cancer Research UK
RARE DISEASES * 3. Prevention,RARE DISEASES,3,9.150396825396824,Cancer Research UK
"HEPATITIS * 4. Early Detection, Diagnosis",HEPATITIS,4,1.903540903540904,Cancer Research UK
"ACQUIRED COGNITIVE IMPAIRMENT * 6. Cancer Control, Survivorship",ACQUIRED COGNITIVE IMPAIRMENT,6,2.5650793650793653,Cancer Research UK
"ARTHRITIS * 6. Cancer Control, Survivorship",ARTHRITIS,6,10.666666666666666,Cancer Research UK
BIOENGINEERING * 2. Etiology,BIOENGINEERING,2,1.2541666666666669,Cancer Research UK
STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 2. Etiology,STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN,2,5.8708694083694075,Cancer Research UK
UTERINE CANCER * 2. Etiology,UTERINE CANCER,2,9.19404761904762,Cancer Research UK
"TRANSPLANTATION * 4. Early Detection, Diagnosis",TRANSPLANTATION,4,2.4,Cancer Research UK
"OSTEOPOROSIS * 6. Cancer Control, Survivorship",OSTEOPOROSIS,6,7.952380952380952,Cancer Research UK
"LIVER CANCER * 6. Cancer Control, Survivorship",LIVER CANCER,6,1.2255952380952382,Cancer Research UK
NEURODEGENERATIVE * 2. Etiology,NEURODEGENERATIVE,2,5.11789321789322,Cancer Research UK
HEPATITIS * 5. Treatment,HEPATITIS,5,1.2023809523809523,Cancer Research UK
"EYE DISEASE AND DISORDERS OF VISION * 4. Early Detection, Diagnosis",EYE DISEASE AND DISORDERS OF VISION,4,9.366666666666664,Cancer Research UK
UROLOGIC DISEASES * 3. Prevention,UROLOGIC DISEASES,3,16.575595238095232,Cancer Research UK
"CONTRACEPTION/REPRODUCTION * 4. Early Detection, Diagnosis",CONTRACEPTION/REPRODUCTION,4,3.3833333333333333,Cancer Research UK
CROHN'S DISEASE * 1. Biology,CROHN'S DISEASE,1,1.1845238095238095,Cancer Research UK
"PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 6. Cancer Control, Survivorship",PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD,6,3.8656746031746034,Cancer Research UK
ANTIMICROBIAL RESISTANCE * 5. Treatment,ANTIMICROBIAL RESISTANCE,5,9.283333333333333,Cancer Research UK
HEART DISEASE * 2. Etiology,HEART DISEASE,2,12.677777777777774,Cancer Research UK
"STEM CELL RESEARCH - NONEMBRYONIC - HUMAN * 4. Early Detection, Diagnosis",STEM CELL RESEARCH - NONEMBRYONIC - HUMAN,4,2.8430555555555554,Cancer Research UK
"MULTIPLE SCLEROSIS * 6. Cancer Control, Survivorship",MULTIPLE SCLEROSIS,6,0.125,Cancer Research UK
"SUBSTANCE ABUSE * 6. Cancer Control, Survivorship",SUBSTANCE ABUSE,6,8.018452380952379,Cancer Research UK
HEART DISEASE * 3. Prevention,HEART DISEASE,3,5.978373015873015,Cancer Research UK
VECTOR-BORNE DISEASES * 2. Etiology,VECTOR-BORNE DISEASES,2,0.7527777777777777,Cancer Research UK
NEUROBLASTOMA * 5. Treatment,NEUROBLASTOMA,5,8.682142857142857,Cancer Research UK
STEM CELL RESEARCH - NONEMBRYONIC - HUMAN * 2. Etiology,STEM CELL RESEARCH - NONEMBRYONIC - HUMAN,2,3.1085678210678216,Cancer Research UK
SEXUALLY TRANSMITTED DISEASES/HERPES * 3. Prevention,SEXUALLY TRANSMITTED DISEASES/HERPES,3,6.2285714285714295,Cancer Research UK
HPV AND/OR CERVICAL CANCER VACCINES * 3. Prevention,HPV AND/OR CERVICAL CANCER VACCINES,3,6.1452380952380965,Cancer Research UK
NEUROFIBROMATOSIS * 1. Biology,NEUROFIBROMATOSIS,1,0.3809523809523809,Cancer Research UK
PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 2. Etiology,PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD,2,3.978805916305917,Cancer Research UK
LUNG CANCER * 3. Prevention,LUNG CANCER,3,4.3273809523809526,Cancer Research UK
CYSTIC FIBROSIS * 1. Biology,CYSTIC FIBROSIS,1,0.07142857142857142,Cancer Research UK
EMERGING INFECTIOUS DISEASES * 3. Prevention,EMERGING INFECTIOUS DISEASES,3,2.1261904761904766,Cancer Research UK
"ORPHAN DRUG * 6. Cancer Control, Survivorship",ORPHAN DRUG,6,4.0125,Cancer Research UK
DIABETES * 5. Treatment,DIABETES,5,5.7666666666666675,Cancer Research UK
"EMERGING INFECTIOUS DISEASES * 6. Cancer Control, Survivorship",EMERGING INFECTIOUS DISEASES,6,1.8285714285714287,Cancer Research UK
ATHEROSCLEROSIS * 1. Biology,ATHEROSCLEROSIS,1,1.9333333333333331,Cancer Research UK
REHABILITATION * 5. Treatment,REHABILITATION,5,2.6,Cancer Research UK
DEPRESSION * 2. Etiology,DEPRESSION,2,1.95,Cancer Research UK
ASTHMA * 1. Biology,ASTHMA,1,0.8333333333333333,Cancer Research UK
"CHRONIC LIVER DISEASE AND CIRRHOSIS * 6. Cancer Control, Survivorship",CHRONIC LIVER DISEASE AND CIRRHOSIS,6,1.0791666666666668,Cancer Research UK
"STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 6. Cancer Control, Survivorship",STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN,6,0.5833333333333333,Cancer Research UK
PAIN RESEARCH * 1. Biology,PAIN RESEARCH,1,1.4416666666666669,Cancer Research UK
"INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 4. Early Detection, Diagnosis",INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,4,0.5,Cancer Research UK
UTERINE CANCER * 5. Treatment,UTERINE CANCER,5,1.25,Cancer Research UK
PAIN RESEARCH * 2. Etiology,PAIN RESEARCH,2,0.3666666666666667,Cancer Research UK
INFERTILITY * 1. Biology,INFERTILITY,1,0.6666666666666666,Cancer Research UK
SLEEP RESEARCH * 1. Biology,SLEEP RESEARCH,1,1.3333333333333333,Cancer Research UK
ACQUIRED COGNITIVE IMPAIRMENT * 1. Biology,ACQUIRED COGNITIVE IMPAIRMENT,1,2.261165223665224,Cancer Research UK
"STROKE * 6. Cancer Control, Survivorship",STROKE,6,7.294444444444443,Cancer Research UK
AGENT ORANGE & DIOXIN * 2. Etiology,AGENT ORANGE & DIOXIN,2,0.375,Cancer Research UK
PNEUMONIA & INFLUENZA * 2. Etiology,PNEUMONIA & INFLUENZA,2,1.6591269841269842,Cancer Research UK
"EMERGING INFECTIOUS DISEASES * 4. Early Detection, Diagnosis",EMERGING INFECTIOUS DISEASES,4,0.1813186813186813,Cancer Research UK
"VACCINE RELATED * 4. Early Detection, Diagnosis",VACCINE RELATED,4,3.785714285714286,Cancer Research UK
SEXUALLY TRANSMITTED DISEASES/HERPES * 1. Biology,SEXUALLY TRANSMITTED DISEASES/HERPES,1,5.5285714285714285,Cancer Research UK
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA * 5. Treatment,STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA,5,0.4761904761904762,Cancer Research UK
PAIN CONDITIONS - CHRONIC * 2. Etiology,PAIN CONDITIONS - CHRONIC,2,,Cancer Research UK
"INFLAMMATORY BOWEL DISEASE * 4. Early Detection, Diagnosis",INFLAMMATORY BOWEL DISEASE,4,2.683333333333333,Cancer Research UK
LIVER DISEASE * 3. Prevention,LIVER DISEASE,3,2.594047619047619,Cancer Research UK
BRAIN DISORDERS * 3. Prevention,BRAIN DISORDERS,3,12.695851370851365,Cancer Research UK
HYPERTENSION * 5. Treatment,HYPERTENSION,5,1.25,Cancer Research UK
HPV AND/OR CERVICAL CANCER VACCINES * 2. Etiology,HPV AND/OR CERVICAL CANCER VACCINES,2,1.8720238095238102,Cancer Research UK
"GENETIC TESTING * 6. Cancer Control, Survivorship",GENETIC TESTING,6,7.670238095238094,Cancer Research UK
"BIOTECHNOLOGY * 6. Cancer Control, Survivorship",BIOTECHNOLOGY,6,2.6880952380952383,Cancer Research UK
CROHN'S DISEASE * 5. Treatment,CROHN'S DISEASE,5,0.4166666666666666,Cancer Research UK
"SERIOUS MENTAL ILLNESS * 6. Cancer Control, Survivorship",SERIOUS MENTAL ILLNESS,6,2.709523809523809,Cancer Research UK
"ESTROGEN * 4. Early Detection, Diagnosis",ESTROGEN,4,7.741666666666665,Cancer Research UK
"PERIPHERAL NEUROPATHY * 6. Cancer Control, Survivorship",PERIPHERAL NEUROPATHY,6,5.684523809523813,Cancer Research UK
"INFANT MORTALITY/ (LBW) * 6. Cancer Control, Survivorship",INFANT MORTALITY/ (LBW),6,2.84484126984127,Cancer Research UK
"SEPTICEMIA * 6. Cancer Control, Survivorship",SEPTICEMIA,6,0.7023809523809523,Cancer Research UK
INFLUENZA * 2. Etiology,INFLUENZA,2,0.7718253968253967,Cancer Research UK
"PNEUMONIA & INFLUENZA * 6. Cancer Control, Survivorship",PNEUMONIA & INFLUENZA,6,1.1730158730158728,Cancer Research UK
"SEXUALLY TRANSMITTED DISEASES/HERPES * 6. Cancer Control, Survivorship",SEXUALLY TRANSMITTED DISEASES/HERPES,6,7.067261904761902,Cancer Research UK
COST EFFECTIVENESS RESEARCH * 5. Treatment,COST EFFECTIVENESS RESEARCH,5,5.25,Cancer Research UK
CERVICAL CANCER * 3. Prevention,CERVICAL CANCER,3,5.700000000000001,Cancer Research UK
PERIPHERAL NEUROPATHY * 5. Treatment,PERIPHERAL NEUROPATHY,5,1.2428571428571429,Cancer Research UK
DIGESTIVE DISEASES - (PEPTIC ULCER) * 2. Etiology,DIGESTIVE DISEASES - (PEPTIC ULCER),2,8.533333333333333,Cancer Research UK
ESTROGEN * 3. Prevention,ESTROGEN,3,3.7583333333333337,Cancer Research UK
SEXUALLY TRANSMITTED DISEASES/HERPES * 5. Treatment,SEXUALLY TRANSMITTED DISEASES/HERPES,5,1.1416666666666666,Cancer Research UK
"INFLAMMATORY BOWEL DISEASE * 6. Cancer Control, Survivorship",INFLAMMATORY BOWEL DISEASE,6,2.7694444444444444,Cancer Research UK
REHABILITATION * 2. Etiology,REHABILITATION,2,0.4916666666666667,Cancer Research UK
PNEUMONIA & INFLUENZA * 5. Treatment,PNEUMONIA & INFLUENZA,5,0.9261904761904762,Cancer Research UK
"HEART DISEASE - CORONARY HEART DISEASE * 6. Cancer Control, Survivorship",HEART DISEASE - CORONARY HEART DISEASE,6,6.241666666666667,Cancer Research UK
EYE DISEASE AND DISORDERS OF VISION * 2. Etiology,EYE DISEASE AND DISORDERS OF VISION,2,1.525,Cancer Research UK
HYPERTENSION * 1. Biology,HYPERTENSION,1,3.6,Cancer Research UK
OBESITY * 5. Treatment,OBESITY,5,0.25,Cancer Research UK
DEMENTIA * 1. Biology,DEMENTIA,1,2.261165223665224,Cancer Research UK
"CHILDHOOD LEUKEMIA * 6. Cancer Control, Survivorship",CHILDHOOD LEUKEMIA,6,0.29166666666666663,Cancer Research UK
"COST EFFECTIVENESS RESEARCH * 4. Early Detection, Diagnosis",COST EFFECTIVENESS RESEARCH,4,3.2027777777777784,Cancer Research UK
PNEUMONIA & INFLUENZA * 3. Prevention,PNEUMONIA & INFLUENZA,3,0.30952380952380953,Cancer Research UK
INFLUENZA * 3. Prevention,INFLUENZA,3,0.3928571428571429,Cancer Research UK
REGENERATIVE MEDICINE * 2. Etiology,REGENERATIVE MEDICINE,2,2.4601190476190484,Cancer Research UK
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 1. Biology,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),1,1.6535894660894659,Cancer Research UK
MENTAL HEALTH * 3. Prevention,MENTAL HEALTH,3,7.909523809523812,Cancer Research UK
CONGENITAL STRUCTURAL ANOMALIES * 1. Biology,CONGENITAL STRUCTURAL ANOMALIES,1,9.470238095238095,Cancer Research UK
ARTHRITIS * 1. Biology,ARTHRITIS,1,12.388095238095238,Cancer Research UK
ACQUIRED COGNITIVE IMPAIRMENT * 5. Treatment,ACQUIRED COGNITIVE IMPAIRMENT,5,0.7803571428571427,Cancer Research UK
HEMATOLOGY * 3. Prevention,HEMATOLOGY,3,1.5166666666666666,Cancer Research UK
PROSTATE CANCER * 3. Prevention,PROSTATE CANCER,3,12.167261904761903,Cancer Research UK
HEPATITIS * 1. Biology,HEPATITIS,1,0.5734126984126984,Cancer Research UK
"OBESITY * 4. Early Detection, Diagnosis",OBESITY,4,1.5333333333333332,Cancer Research UK
HEPATITIS - C * 5. Treatment,HEPATITIS - C,5,0.14285714285714285,Cancer Research UK
"HEPATITIS * 6. Cancer Control, Survivorship",HEPATITIS,6,0.25535714285714284,Cancer Research UK
MUSCULAR DYSTROPHY * 1. Biology,MUSCULAR DYSTROPHY,1,0.375,Cancer Research UK
ORGAN TRANSPLANTATION * 1. Biology,ORGAN TRANSPLANTATION,1,2.158333333333333,Cancer Research UK
VECTOR-BORNE DISEASES * 5. Treatment,VECTOR-BORNE DISEASES,5,4.9261904761904765,Cancer Research UK
"ENDOMETRIOSIS * 6. Cancer Control, Survivorship",ENDOMETRIOSIS,6,,Cancer Research UK
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA - HUMAN * 5. Treatment,STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA - HUMAN,5,,Cancer Research UK
RURAL HEALTH * 2. Etiology,RURAL HEALTH,2,3.5,Cancer Research UK
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 3. Prevention",ALCOHOLISM ALCOHOL USE AND HEALTH,3,12.633928571428573,Cancer Research UK
HIV/AIDS * 3. Prevention,HIV/AIDS,3,5.180753968253969,Cancer Research UK
"CROHN'S DISEASE * 4. Early Detection, Diagnosis",CROHN'S DISEASE,4,1.4166666666666663,Cancer Research UK
STEM CELL RESEARCH - EMBRYONIC - HUMAN * 1. Biology,STEM CELL RESEARCH - EMBRYONIC - HUMAN,1,3.4148809523809516,Cancer Research UK
"PERINATAL - BIRTH - PRETERM (LBW) * 6. Cancer Control, Survivorship",PERINATAL - BIRTH - PRETERM (LBW),6,2.146428571428572,Cancer Research UK
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 2. Etiology,INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),2,3.4722222222222228,Cancer Research UK
"CLIMATE-RELATED EXPOSURES AND CONDITIONS * 6. Cancer Control, Survivorship",CLIMATE-RELATED EXPOSURES AND CONDITIONS,6,2.571428571428572,Cancer Research UK
"DEMENTIA * 6. Cancer Control, Survivorship",DEMENTIA,6,2.255555555555555,Cancer Research UK
DENTAL/ORAL AND CRANIOFACIAL DISEASE * 3. Prevention,DENTAL/ORAL AND CRANIOFACIAL DISEASE,3,1.7,Cancer Research UK
ALZHEIMER'S DISEASE * 1. Biology,ALZHEIMER'S DISEASE,1,1.6535894660894659,Cancer Research UK
PARKINSON'S DISEASE * 1. Biology,PARKINSON'S DISEASE,1,1.342857142857143,Cancer Research UK
NANOTECHNOLOGY * 1. Biology,NANOTECHNOLOGY,1,4.249999999999999,Cancer Research UK
TOBACCO * 1. Biology,TOBACCO,1,0.5833333333333333,Cancer Research UK
SMOKING AND HEALTH * 1. Biology,SMOKING AND HEALTH,1,0.5833333333333333,Cancer Research UK
"ACUTE RESPIRATORY DISTRESS SYNDROME * 6. Cancer Control, Survivorship",ACUTE RESPIRATORY DISTRESS SYNDROME,6,0.45,Cancer Research UK
GENETIC TESTING * 5. Treatment,GENETIC TESTING,5,0.30952380952380953,Cancer Research UK
MENTAL HEALTH * 5. Treatment,MENTAL HEALTH,5,0.9285714285714284,Cancer Research UK
FOODBORNE ILLNESS * 2. Etiology,FOODBORNE ILLNESS,2,2.017857142857143,Cancer Research UK
"PAIN RESEARCH * 4. Early Detection, Diagnosis",PAIN RESEARCH,4,5.400000000000002,Cancer Research UK
"HUMAN GENOME * 6. Cancer Control, Survivorship",HUMAN GENOME,6,3.7750000000000012,Cancer Research UK
HEALTH EFFECTS OF INDOOR AIR POLLUTION * 2. Etiology,HEALTH EFFECTS OF INDOOR AIR POLLUTION,2,0.2,Cancer Research UK
"EYE DISEASE AND DISORDERS OF VISION * 6. Cancer Control, Survivorship",EYE DISEASE AND DISORDERS OF VISION,6,2.2,Cancer Research UK
NEUROSCIENCES * 3. Prevention,NEUROSCIENCES,3,3.5954545454545457,Cancer Research UK
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 5. Treatment,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),5,0.5803571428571428,Cancer Research UK
ALZHEIMER'S DISEASE * 5. Treatment,ALZHEIMER'S DISEASE,5,0.5803571428571428,Cancer Research UK
DEMENTIA * 5. Treatment,DEMENTIA,5,0.7803571428571427,Cancer Research UK
"PNEUMONIA * 6. Cancer Control, Survivorship",PNEUMONIA,6,0.8039682539682539,Cancer Research UK
PAIN CONDITIONS - CHRONIC * 1. Biology,PAIN CONDITIONS - CHRONIC,1,0.5416666666666666,Cancer Research UK
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 1. Biology,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,1,0.9952380952380953,Cancer Research UK
RHEUMATOID ARTHRITIS * 5. Treatment,RHEUMATOID ARTHRITIS,5,1.3666666666666667,Cancer Research UK
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 5. Treatment,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,5,,Cancer Research UK
"INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 6. Cancer Control, Survivorship",INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),6,1.576190476190476,Cancer Research UK
ATAXIA TELANGIECTASIA * 1. Biology,ATAXIA TELANGIECTASIA,1,4.452579365079365,Cancer Research UK
CYSTIC FIBROSIS * 5. Treatment,CYSTIC FIBROSIS,5,0.27142857142857146,Cancer Research UK
ARTHRITIS * 2. Etiology,ARTHRITIS,2,1.6880952380952379,Cancer Research UK
"PAIN CONDITIONS - CHRONIC * 4. Early Detection, Diagnosis",PAIN CONDITIONS - CHRONIC,4,2.95,Cancer Research UK
CHRONIC LIVER DISEASE AND CIRRHOSIS * 3. Prevention,CHRONIC LIVER DISEASE AND CIRRHOSIS,3,1.0892857142857142,Cancer Research UK
UNDERAGE DRINKING * 2. Etiology,UNDERAGE DRINKING,2,,Cancer Research UK
ATHEROSCLEROSIS * 2. Etiology,ATHEROSCLEROSIS,2,3.9333333333333336,Cancer Research UK
STROKE * 2. Etiology,STROKE,2,1.8777777777777775,Cancer Research UK
SUBSTANCE ABUSE * 1. Biology,SUBSTANCE ABUSE,1,1.0714285714285714,Cancer Research UK
VECTOR-BORNE DISEASES * 1. Biology,VECTOR-BORNE DISEASES,1,2.3611111111111107,Cancer Research UK
SLEEP RESEARCH * 2. Etiology,SLEEP RESEARCH,2,2.333333333333333,Cancer Research UK
OSTEOPOROSIS * 1. Biology,OSTEOPOROSIS,1,4.55,Cancer Research UK
"SLEEP RESEARCH * 6. Cancer Control, Survivorship",SLEEP RESEARCH,6,3.458333333333333,Cancer Research UK
MIND AND BODY * 3. Prevention,MIND AND BODY,3,3.601785714285714,Cancer Research UK
CERVICAL CANCER * 1. Biology,CERVICAL CANCER,1,3.1773809523809526,Cancer Research UK
"VECTOR-BORNE DISEASES * 6. Cancer Control, Survivorship",VECTOR-BORNE DISEASES,6,,Cancer Research UK
CONGENITAL STRUCTURAL ANOMALIES * 2. Etiology,CONGENITAL STRUCTURAL ANOMALIES,2,1.2309523809523808,Cancer Research UK
NEUROBLASTOMA * 2. Etiology,NEUROBLASTOMA,2,0.8234126984126984,Cancer Research UK
DRUG ABUSE (NIDA ONLY) * 3. Prevention,DRUG ABUSE (NIDA ONLY),3,33.892857142857125,Cancer Research UK
UTERINE CANCER * 1. Biology,UTERINE CANCER,1,4.058333333333334,Cancer Research UK
SUBSTANCE ABUSE * 5. Treatment,SUBSTANCE ABUSE,5,0.9083333333333332,Cancer Research UK
ACQUIRED COGNITIVE IMPAIRMENT * 2. Etiology,ACQUIRED COGNITIVE IMPAIRMENT,2,0.31313131313131315,Cancer Research UK
DEMENTIA * 2. Etiology,DEMENTIA,2,0.31313131313131315,Cancer Research UK
INFLUENZA * 5. Treatment,INFLUENZA,5,0.14285714285714285,Cancer Research UK
