funder_name,grnt_rcdc,pub_rcdc,nb_grnts,nb_obs,nb_pubs
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Neuroblastoma,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Neurodegenerative,14,14,13
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Neurofibromatosis,4,6,5
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Neurosciences,56,127,113
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Nutrition,40,57,49
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Obesity,11,13,12
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Organ Transplantation,18,21,15
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Orphan Drug,79,120,97
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Osteoporosis,3,7,7
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Ovarian Cancer,16,16,12
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Pain Conditions - Chronic,4,7,7
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Pain Research,5,6,5
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Pancreatic Cancer,12,16,15
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Parkinson's Disease,1,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Patient Safety,19,30,25
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Pediatric,62,89,68
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Pediatric Cancer,51,119,67
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Pediatric Research Initiative,26,34,23
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Perinatal Period - Conditions Originating in Perinatal Period,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Peripheral Neuropathy,4,4,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Physical Rehabilitation,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Pneumonia,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Pneumonia & Influenza,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Prevention,88,149,123
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Prostate Cancer,27,51,43
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Rare Diseases,226,918,692
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Regenerative Medicine,59,101,85
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Rehabilitation,4,5,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Rheumatoid Arthritis,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Rural Health,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Schizophrenia,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Septicemia,4,4,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Sexually Transmitted Diseases/Herpes,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Sickle Cell Disease,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Sleep Research,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Smoking and Health,8,10,10
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Spinal Cord Injury,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Stem Cell Research,185,411,298
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Stem Cell Research - Embryonic - Human,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Stem Cell Research - Embryonic - Non-Human,6,6,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Stem Cell Research - Induced Pluripotent Stem Cell,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Stem Cell Research - Induced Pluripotent Stem Cell - Human,7,9,8
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Stem Cell Research - Nonembryonic - Human,272,2018,1304
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Stem Cell Research - Nonembryonic - Non-Human,48,65,52
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Stem Cell Research - Umbilical Cord Blood/ Placenta,5,6,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Stroke,5,5,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Substance Abuse,6,7,6
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Tobacco,4,6,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Transplantation,63,171,111
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Tuberculosis,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Urologic Diseases,22,52,45
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Uterine Cancer,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Vaccine Related,47,113,92
National Cancer Institute,Stem Cell Research - Nonembryonic - Human,Vector-Borne Diseases,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,,440,4730,3901
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,ALS,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Agent Orange & Dioxin,3,4,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Aging,40,66,56
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,"Alcoholism, Alcohol Use and Health",1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),5,5,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Antimicrobial Resistance,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Arthritis,7,7,6
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Asthma,6,9,6
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Ataxia Telangiectasia,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Atherosclerosis,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Autoimmune Disease,18,21,18
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Basic Behavioral and Social Science,3,4,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Behavioral and Social Science,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Biodefense,12,19,19
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Bioengineering,64,133,121
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Biotechnology,215,495,391
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Brain Cancer,36,70,55
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Brain Disorders,77,183,144
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Breast Cancer,85,169,149
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Cancer,353,2100,1695
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Cardiovascular,11,12,12
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Cervical Cancer,4,4,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Childhood Leukemia,22,40,35
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Chronic Fatigue Syndrome (ME/CFS),1,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Chronic Liver Disease and Cirrhosis,14,19,13
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Climate-Related Exposures and Conditions,6,7,7
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Clinical Research,117,234,159
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Clinical Trials and Supportive Activities,31,50,33
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Colo-Rectal Cancer,31,46,39
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Comparative Effectiveness Research,4,4,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Complementary and Alternative Medicine,14,37,28
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Congenital Structural Anomalies,7,9,9
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Contraception/Reproduction,12,17,17
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Cooley's Anemia,3,3,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Cystic Fibrosis,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Dementia,3,4,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Dental/Oral and Craniofacial Disease,22,45,43
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Diabetes,21,25,24
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Diagnostic Radiology,23,37,33
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Digestive Diseases,106,243,181
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Digestive Diseases - (Peptic Ulcer),1,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Down Syndrome,3,3,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Drug Abuse (NIDA Only),1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Emerging Infectious Diseases,27,41,39
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Epilepsy,2,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Estrogen,6,8,8
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Eye Disease And Disorders Of Vision,11,13,11
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Food Allergies,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Gene Therapy,8,9,7
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Genetic Testing,5,5,5
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Genetics,281,1006,805
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,HIV/AIDS,15,20,18
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Health Services,3,3,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Heart Disease,13,13,12
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Heart Disease - Coronary Heart Disease,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Hematology,97,209,156
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Hepatitis,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Hodgkin's Disease,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Human Fetal Tissue,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Human Genome,56,108,92
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Hypertension,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Immunization,25,43,41
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Infant Mortality/ (LBW),1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Infectious Diseases,49,79,68
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Infertility,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Inflammatory Bowel Disease,15,15,11
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Injury (total) Accidents/Adverse Effects,9,9,6
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Injury - Traumatic brain injury,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Intellectual and Developmental Disabilities (IDD),3,3,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Kidney Disease,17,20,16
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Liver Cancer,5,11,5
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Liver Disease,23,27,19
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Lung,62,149,135
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Lung Cancer,21,37,34
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Lupus,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Lymphoma,16,20,18
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Malaria,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Mental Health,4,4,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Mind and Body,1,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Muscular Dystrophy,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Nanotechnology,11,21,21
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Networking and Information Technology R&D,4,5,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Neuroblastoma,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Neurodegenerative,11,13,12
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Neurofibromatosis,7,15,11
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Neurosciences,82,176,141
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Nutrition,44,144,114
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Obesity,13,24,23
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Organ Transplantation,10,10,7
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Orphan Drug,69,89,71
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Osteoporosis,9,14,14
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Ovarian Cancer,15,19,17
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Pain Conditions - Chronic,5,5,5
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Pain Research,6,7,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Pancreatic Cancer,11,14,14
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Patient Safety,18,26,16
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Pediatric,70,118,83
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Pediatric Cancer,41,75,45
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Pediatric Research Initiative,14,16,12
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Perinatal Period - Conditions Originating in Perinatal Period,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Peripheral Neuropathy,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Pneumonia & Influenza,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Prevention,82,130,114
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Prostate Cancer,30,39,34
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Psoriasis,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Rare Diseases,237,807,607
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Regenerative Medicine,56,91,71
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Rehabilitation,4,5,5
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Rural Health,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Scleroderma,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Sexually Transmitted Diseases/Herpes,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Sickle Cell Disease,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Sleep Research,4,5,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Small Pox,1,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Smoking and Health,8,10,10
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research,177,373,272
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Embryonic - Human,1,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Embryonic - Non-Human,9,13,11
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Induced Pluripotent Stem Cell,4,4,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Induced Pluripotent Stem Cell - Human,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Nonembryonic - Human,71,97,67
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Nonembryonic - Non-Human,346,2250,1687
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Umbilical Cord Blood/ Placenta,2,5,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,1,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stroke,5,5,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Substance Abuse,5,5,5
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Tobacco,2,2,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Topical Microbicides,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Transplantation,39,115,80
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Tuberous Sclerosis,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Urologic Diseases,27,46,40
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Uterine Cancer,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Vaccine Related,55,96,88
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Vaccine related (AIDS),1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Vector-Borne Diseases,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,West Nile Virus,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,,10,224,208
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Bioengineering,1,2,2
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Biotechnology,3,9,9
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Brain Cancer,1,4,4
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Brain Disorders,2,14,14
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Cancer,4,38,38
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Childhood Leukemia,1,5,4
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Clinical Research,3,14,12
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Clinical Trials and Supportive Activities,2,5,5
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Dental/Oral and Craniofacial Disease,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Food Allergies,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Genetics,6,20,20
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,HIV/AIDS,2,5,5
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Hematology,2,6,6
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Human Genome,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Immunization,2,3,3
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Infectious Diseases,3,7,7
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Kidney Disease,1,2,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Lymphoma,1,2,2
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Neurodegenerative,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Neurosciences,1,10,10
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Obesity,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Organ Transplantation,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Orphan Drug,4,12,11
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Pancreatic Cancer,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Pediatric,2,2,2
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Pediatric Cancer,1,3,3
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Pneumonia & Influenza,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Prevention,3,6,6
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Rare Diseases,5,39,38
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Regenerative Medicine,3,16,15
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Stem Cell Research,3,26,25
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Stem Cell Research - Nonembryonic - Human,3,7,6
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Stem Cell Research - Nonembryonic - Non-Human,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Stem Cell Research - Umbilical Cord Blood/ Placenta,4,42,32
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Transplantation,3,22,21
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta,Vaccine Related,2,11,10
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,,9,200,184
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Bioengineering,1,2,2
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Biotechnology,2,5,5
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Brain Disorders,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Cancer,3,22,21
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Childhood Leukemia,1,5,4
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Clinical Research,2,11,9
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Clinical Trials and Supportive Activities,1,2,2
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Genetics,5,19,19
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,HIV/AIDS,2,5,5
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Hematology,2,7,7
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Human Genome,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Immunization,2,3,3
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Infectious Diseases,3,7,7
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Kidney Disease,1,2,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Lymphoma,1,2,2
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Neurodegenerative,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Organ Transplantation,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Orphan Drug,3,10,9
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Pancreatic Cancer,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Pediatric,2,2,2
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Pediatric Cancer,1,3,3
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Pneumonia & Influenza,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Prevention,2,4,4
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Rare Diseases,4,26,25
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Regenerative Medicine,3,16,15
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Stem Cell Research,3,30,27
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Stem Cell Research - Nonembryonic - Human,3,7,6
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Stem Cell Research - Nonembryonic - Non-Human,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Stem Cell Research - Umbilical Cord Blood/ Placenta,1,2,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,4,30,25
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Transplantation,4,25,23
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,Vaccine Related,1,7,6
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,,1,24,24
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Biotechnology,1,4,4
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Brain Cancer,1,4,4
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Brain Disorders,1,13,13
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Cancer,1,18,18
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Clinical Research,1,3,3
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Clinical Trials and Supportive Activities,1,3,3
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Dental/Oral and Craniofacial Disease,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Food Allergies,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Genetics,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Neurosciences,1,10,10
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Obesity,1,1,1
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Orphan Drug,1,2,2
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Prevention,1,2,2
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Rare Diseases,1,13,13
National Cancer Institute,Stem Cell Research - Umbilical Cord Blood/ Placenta - Non-Human,Vaccine Related,1,4,4
National Cancer Institute,Stroke,,3,51,50
National Cancer Institute,Stroke,Antimicrobial Resistance,1,7,7
National Cancer Institute,Stroke,Bioengineering,1,1,1
National Cancer Institute,Stroke,Biotechnology,1,2,2
National Cancer Institute,Stroke,Brain Disorders,1,1,1
National Cancer Institute,Stroke,Cancer,2,8,8
National Cancer Institute,Stroke,Cardiovascular,1,2,2
