funder_name,grnt_rcdc,pub_rcdc,nb_grnts,nb_obs,nb_pubs
National Cancer Institute,Rehabilitation,Infertility,1,1,1
National Cancer Institute,Rehabilitation,Inflammatory Bowel Disease,1,1,1
National Cancer Institute,Rehabilitation,Injury (total) Accidents/Adverse Effects,5,6,6
National Cancer Institute,Rehabilitation,Injury - Trauma - (Head and Spine),1,3,3
National Cancer Institute,Rehabilitation,Interstitial Cystitis,1,4,4
National Cancer Institute,Rehabilitation,Liver Cancer,1,1,1
National Cancer Institute,Rehabilitation,Lung,4,13,13
National Cancer Institute,Rehabilitation,Lung Cancer,4,4,2
National Cancer Institute,Rehabilitation,Lymphoma,1,2,2
National Cancer Institute,Rehabilitation,Major Depressive Disorder,1,1,1
National Cancer Institute,Rehabilitation,Mental Health,14,40,38
National Cancer Institute,Rehabilitation,Mind and Body,10,16,15
National Cancer Institute,Rehabilitation,Multiple Sclerosis,1,1,1
National Cancer Institute,Rehabilitation,Networking and Information Technology R&D,1,1,1
National Cancer Institute,Rehabilitation,Neurodegenerative,3,6,5
National Cancer Institute,Rehabilitation,Neurosciences,7,42,42
National Cancer Institute,Rehabilitation,Nutrition,21,35,33
National Cancer Institute,Rehabilitation,Obesity,12,19,19
National Cancer Institute,Rehabilitation,Organ Transplantation,1,1,1
National Cancer Institute,Rehabilitation,Orphan Drug,1,1,1
National Cancer Institute,Rehabilitation,Osteoporosis,2,2,2
National Cancer Institute,Rehabilitation,Ovarian Cancer,1,1,1
National Cancer Institute,Rehabilitation,Pain Conditions - Chronic,6,12,12
National Cancer Institute,Rehabilitation,Pain Research,6,27,27
National Cancer Institute,Rehabilitation,Patient Safety,11,25,23
National Cancer Institute,Rehabilitation,Pediatric,12,20,20
National Cancer Institute,Rehabilitation,Pediatric Cancer,2,2,2
National Cancer Institute,Rehabilitation,Pediatric Research Initiative,5,5,5
National Cancer Institute,Rehabilitation,Prevention,38,108,100
National Cancer Institute,Rehabilitation,Prostate Cancer,2,4,3
National Cancer Institute,Rehabilitation,Rare Diseases,10,12,10
National Cancer Institute,Rehabilitation,Regenerative Medicine,1,1,1
National Cancer Institute,Rehabilitation,Rehabilitation,49,277,220
National Cancer Institute,Rehabilitation,Rural Health,6,9,7
National Cancer Institute,Rehabilitation,Serious Mental Illness,5,5,4
National Cancer Institute,Rehabilitation,Sexual and Gender Minorities (SGM/LGBT*),1,1,1
National Cancer Institute,Rehabilitation,Sleep Research,4,10,10
National Cancer Institute,Rehabilitation,Smoking and Health,9,16,15
National Cancer Institute,Rehabilitation,Spinal Cord Injury,1,1,1
National Cancer Institute,Rehabilitation,Stroke,3,7,7
National Cancer Institute,Rehabilitation,Substance Abuse,11,20,17
National Cancer Institute,Rehabilitation,Suicide,1,1,1
National Cancer Institute,Rehabilitation,Suicide Prevention,2,2,2
National Cancer Institute,Rehabilitation,Teenage Pregnancy,1,1,1
National Cancer Institute,Rehabilitation,Tobacco,6,12,12
National Cancer Institute,Rehabilitation,Urologic Diseases,5,22,18
National Cancer Institute,Rehabilitation,Violence Research,2,3,3
National Cancer Institute,Rural Health,,2,10,9
National Cancer Institute,Rural Health,Bioengineering,1,1,1
National Cancer Institute,Rural Health,Brain Disorders,1,1,1
National Cancer Institute,Rural Health,Breast Cancer,2,7,7
National Cancer Institute,Rural Health,Cancer,2,9,9
National Cancer Institute,Rural Health,Clinical Research,2,3,3
National Cancer Institute,Rural Health,Digestive Diseases,1,1,1
National Cancer Institute,Rural Health,Genetics,1,8,8
National Cancer Institute,Rural Health,Rare Diseases,1,2,2
National Cancer Institute,Rural Health,Regenerative Medicine,1,1,1
National Cancer Institute,Rural Health,Stem Cell Research,1,4,4
National Cancer Institute,Rural Health,Stem Cell Research - Nonembryonic - Non-Human,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,,3,47,47
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Antimicrobial Resistance,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Biotechnology,2,6,6
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Breast Cancer,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Cancer,2,5,5
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Childhood Leukemia,1,2,2
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Complementary and Alternative Medicine,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Emerging Infectious Diseases,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Genetics,4,23,23
National Cancer Institute,Sexually Transmitted Diseases/Herpes,HIV/AIDS,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Hematology,1,3,3
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Human Genome,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Infectious Diseases,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Lung,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Lung Cancer,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Lymphoma,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Neurosciences,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Pediatric,2,2,2
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Prevention,1,1,1
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Rare Diseases,2,7,7
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Sexually Transmitted Diseases/Herpes,2,2,2
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Stem Cell Research,3,5,5
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Stem Cell Research - Nonembryonic - Human,1,2,2
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Stem Cell Research - Nonembryonic - Non-Human,2,2,2
National Cancer Institute,Sexually Transmitted Diseases/Herpes,Transplantation,1,1,1
National Cancer Institute,Sleep Research,,1,19,19
National Cancer Institute,Sleep Research,Aging,1,1,1
National Cancer Institute,Sleep Research,Biotechnology,1,1,1
National Cancer Institute,Sleep Research,Cancer,1,2,2
National Cancer Institute,Sleep Research,Genetics,1,8,8
National Cancer Institute,Sleep Research,Pediatric,1,1,1
National Cancer Institute,Smoking and Health,,1,7,7
National Cancer Institute,Smoking and Health,"Alcoholism, Alcohol Use and Health",1,4,4
National Cancer Institute,Smoking and Health,Basic Behavioral and Social Science,1,1,1
National Cancer Institute,Smoking and Health,Behavioral and Social Science,1,8,8
National Cancer Institute,Smoking and Health,Bioengineering,1,1,1
National Cancer Institute,Smoking and Health,Brain Disorders,1,1,1
National Cancer Institute,Smoking and Health,Complementary and Alternative Medicine,1,1,1
National Cancer Institute,Smoking and Health,Depression,1,1,1
National Cancer Institute,Smoking and Health,Drug Abuse (NIDA Only),1,4,4
National Cancer Institute,Smoking and Health,Infectious Diseases,1,1,1
National Cancer Institute,Smoking and Health,Mental Health,1,1,1
National Cancer Institute,Smoking and Health,Pediatric,1,5,5
National Cancer Institute,Smoking and Health,Pediatric AIDS,1,1,1
National Cancer Institute,Smoking and Health,Pediatric Research Initiative,1,1,1
National Cancer Institute,Smoking and Health,Perinatal Period - Conditions Originating in Perinatal Period,1,1,1
National Cancer Institute,Smoking and Health,Prevention,1,3,3
National Cancer Institute,Smoking and Health,Smoking and Health,1,9,9
National Cancer Institute,Smoking and Health,Substance Abuse,1,2,2
National Cancer Institute,Stem Cell Research,,314,3155,2802
National Cancer Institute,Stem Cell Research,ALS,1,1,1
National Cancer Institute,Stem Cell Research,Acquired Cognitive Impairment,1,1,1
National Cancer Institute,Stem Cell Research,Agent Orange & Dioxin,2,6,6
National Cancer Institute,Stem Cell Research,Aging,42,85,79
National Cancer Institute,Stem Cell Research,"Alcoholism, Alcohol Use and Health",1,1,1
National Cancer Institute,Stem Cell Research,Alzheimer's Disease,3,3,3
National Cancer Institute,Stem Cell Research,Antimicrobial Resistance,1,1,1
National Cancer Institute,Stem Cell Research,Arthritis,5,6,6
National Cancer Institute,Stem Cell Research,Assistive Technology,1,1,1
National Cancer Institute,Stem Cell Research,Asthma,1,1,1
National Cancer Institute,Stem Cell Research,Ataxia Telangiectasia,2,2,2
National Cancer Institute,Stem Cell Research,Atherosclerosis,3,3,2
National Cancer Institute,Stem Cell Research,Autism,2,2,2
National Cancer Institute,Stem Cell Research,Autoimmune Disease,11,16,16
National Cancer Institute,Stem Cell Research,Basic Behavioral and Social Science,4,4,4
National Cancer Institute,Stem Cell Research,Behavioral and Social Science,9,25,25
National Cancer Institute,Stem Cell Research,Biodefense,7,9,9
National Cancer Institute,Stem Cell Research,Bioengineering,43,122,117
National Cancer Institute,Stem Cell Research,Biotechnology,160,468,423
National Cancer Institute,Stem Cell Research,Brain Cancer,27,94,72
National Cancer Institute,Stem Cell Research,Brain Disorders,57,155,114
National Cancer Institute,Stem Cell Research,Breast Cancer,97,256,221
National Cancer Institute,Stem Cell Research,Cancer,227,1219,1089
National Cancer Institute,Stem Cell Research,Cardiovascular,17,18,18
National Cancer Institute,Stem Cell Research,Cervical Cancer,1,1,1
National Cancer Institute,Stem Cell Research,Childhood Leukemia,12,20,20
National Cancer Institute,Stem Cell Research,Chronic Fatigue Syndrome (ME/CFS),1,5,5
National Cancer Institute,Stem Cell Research,Chronic Liver Disease and Cirrhosis,7,7,5
National Cancer Institute,Stem Cell Research,Climate-Related Exposures and Conditions,5,8,8
National Cancer Institute,Stem Cell Research,Clinical Research,104,338,287
National Cancer Institute,Stem Cell Research,Clinical Trials and Supportive Activities,41,73,64
National Cancer Institute,Stem Cell Research,Colo-Rectal Cancer,24,34,32
National Cancer Institute,Stem Cell Research,Comparative Effectiveness Research,2,2,2
National Cancer Institute,Stem Cell Research,Complementary and Alternative Medicine,15,42,41
National Cancer Institute,Stem Cell Research,Congenital Structural Anomalies,4,4,4
National Cancer Institute,Stem Cell Research,Contraception/Reproduction,6,10,10
National Cancer Institute,Stem Cell Research,Cooley's Anemia,1,2,2
National Cancer Institute,Stem Cell Research,Cost Effectiveness Research,1,1,1
National Cancer Institute,Stem Cell Research,Crohn's Disease,2,3,3
National Cancer Institute,Stem Cell Research,Dementia,2,2,2
National Cancer Institute,Stem Cell Research,Dental/Oral and Craniofacial Disease,21,41,34
National Cancer Institute,Stem Cell Research,Depression,3,3,3
National Cancer Institute,Stem Cell Research,Diabetes,4,5,5
National Cancer Institute,Stem Cell Research,Diagnostic Radiology,23,60,57
National Cancer Institute,Stem Cell Research,Digestive Diseases,94,244,221
National Cancer Institute,Stem Cell Research,Drug Abuse (NIDA Only),1,1,1
National Cancer Institute,Stem Cell Research,Duchenne/ Becker Muscular Dystrophy,1,4,4
National Cancer Institute,Stem Cell Research,Eczema / Atopic Dermatitis,1,1,1
National Cancer Institute,Stem Cell Research,Emerging Infectious Diseases,14,18,18
National Cancer Institute,Stem Cell Research,Emphysema,1,2,2
National Cancer Institute,Stem Cell Research,Epilepsy,3,4,4
National Cancer Institute,Stem Cell Research,Estrogen,14,16,15
National Cancer Institute,Stem Cell Research,Eye Disease And Disorders Of Vision,10,10,5
National Cancer Institute,Stem Cell Research,Fragile X Syndrome,2,2,2
National Cancer Institute,Stem Cell Research,Gene Therapy,12,20,12
National Cancer Institute,Stem Cell Research,Genetic Testing,7,7,6
National Cancer Institute,Stem Cell Research,Genetics,198,697,640
National Cancer Institute,Stem Cell Research,HIV/AIDS,10,10,8
National Cancer Institute,Stem Cell Research,Health Services,10,11,6
National Cancer Institute,Stem Cell Research,Heart Disease,11,17,17
National Cancer Institute,Stem Cell Research,Heart Disease - Coronary Heart Disease,4,4,4
National Cancer Institute,Stem Cell Research,Hematology,56,142,130
National Cancer Institute,Stem Cell Research,Hepatitis,4,4,4
National Cancer Institute,Stem Cell Research,Human Genome,55,130,105
National Cancer Institute,Stem Cell Research,Hypertension,1,1,1
National Cancer Institute,Stem Cell Research,Immunization,19,40,38
National Cancer Institute,Stem Cell Research,Infectious Diseases,40,63,59
National Cancer Institute,Stem Cell Research,Infertility,2,2,2
National Cancer Institute,Stem Cell Research,Inflammatory Bowel Disease,8,15,15
National Cancer Institute,Stem Cell Research,Influenza,1,1,1
National Cancer Institute,Stem Cell Research,Injury (total) Accidents/Adverse Effects,4,7,5
National Cancer Institute,Stem Cell Research,Intellectual and Developmental Disabilities (IDD),2,3,3
National Cancer Institute,Stem Cell Research,Kidney Disease,17,19,18
National Cancer Institute,Stem Cell Research,Liver Cancer,2,5,5
National Cancer Institute,Stem Cell Research,Liver Disease,18,26,23
National Cancer Institute,Stem Cell Research,Lung,37,68,65
National Cancer Institute,Stem Cell Research,Lung Cancer,25,56,51
National Cancer Institute,Stem Cell Research,Lymphoma,12,12,11
National Cancer Institute,Stem Cell Research,Major Depressive Disorder,1,1,1
National Cancer Institute,Stem Cell Research,Malaria,2,2,2
National Cancer Institute,Stem Cell Research,Mental Health,7,8,8
National Cancer Institute,Stem Cell Research,Mind and Body,5,10,9
National Cancer Institute,Stem Cell Research,Muscular Dystrophy,2,3,3
National Cancer Institute,Stem Cell Research,Nanotechnology,19,57,54
National Cancer Institute,Stem Cell Research,Networking and Information Technology R&D,3,3,3
National Cancer Institute,Stem Cell Research,Neuroblastoma,3,3,3
National Cancer Institute,Stem Cell Research,Neurodegenerative,21,22,17
National Cancer Institute,Stem Cell Research,Neurofibromatosis,4,4,4
National Cancer Institute,Stem Cell Research,Neurosciences,66,239,174
National Cancer Institute,Stem Cell Research,Nutrition,21,52,52
National Cancer Institute,Stem Cell Research,Obesity,10,17,16
National Cancer Institute,Stem Cell Research,Organ Transplantation,6,7,6
National Cancer Institute,Stem Cell Research,Orphan Drug,34,50,41
National Cancer Institute,Stem Cell Research,Osteoporosis,4,9,9
National Cancer Institute,Stem Cell Research,Ovarian Cancer,3,4,4
National Cancer Institute,Stem Cell Research,Pain Conditions - Chronic,3,3,3
National Cancer Institute,Stem Cell Research,Pain Research,5,6,6
National Cancer Institute,Stem Cell Research,Pancreatic Cancer,14,29,26
National Cancer Institute,Stem Cell Research,Parkinson's Disease,1,1,1
National Cancer Institute,Stem Cell Research,Patient Safety,27,42,35
National Cancer Institute,Stem Cell Research,Pediatric,35,103,92
National Cancer Institute,Stem Cell Research,Pediatric Cancer,23,42,37
National Cancer Institute,Stem Cell Research,Pediatric Research Initiative,17,26,20
National Cancer Institute,Stem Cell Research,Perinatal Period - Conditions Originating in Perinatal Period,2,2,2
National Cancer Institute,Stem Cell Research,Peripheral Neuropathy,1,1,1
National Cancer Institute,Stem Cell Research,Pneumonia & Influenza,1,1,1
National Cancer Institute,Stem Cell Research,Prevention,73,131,119
National Cancer Institute,Stem Cell Research,Prostate Cancer,15,33,32
National Cancer Institute,Stem Cell Research,Psoriasis,3,3,3
National Cancer Institute,Stem Cell Research,Rare Diseases,140,418,362
National Cancer Institute,Stem Cell Research,Regenerative Medicine,15,23,21
National Cancer Institute,Stem Cell Research,Rehabilitation,4,6,6
National Cancer Institute,Stem Cell Research,Rheumatoid Arthritis,1,1,1
National Cancer Institute,Stem Cell Research,Rural Health,1,1,1
National Cancer Institute,Stem Cell Research,Septicemia,3,3,2
National Cancer Institute,Stem Cell Research,Sexually Transmitted Diseases/Herpes,2,2,2
National Cancer Institute,Stem Cell Research,Sickle Cell Disease,1,2,2
National Cancer Institute,Stem Cell Research,Sleep Research,4,5,5
National Cancer Institute,Stem Cell Research,Smoking and Health,5,9,9
National Cancer Institute,Stem Cell Research,Stem Cell Research,257,2107,1769
National Cancer Institute,Stem Cell Research,Stroke,2,2,2
National Cancer Institute,Stem Cell Research,Substance Abuse,3,3,3
National Cancer Institute,Stem Cell Research,Tobacco,3,4,4
National Cancer Institute,Stem Cell Research,Transplantation,22,55,47
National Cancer Institute,Stem Cell Research,Tuberculosis,1,1,1
National Cancer Institute,Stem Cell Research,Tuberous Sclerosis,1,2,2
National Cancer Institute,Stem Cell Research,Urologic Diseases,38,94,86
National Cancer Institute,Stem Cell Research,Uterine Cancer,2,3,3
National Cancer Institute,Stem Cell Research,Vaccine Related,29,43,35
National Cancer Institute,Stem Cell Research,Vaccine related (AIDS),2,2,2
National Cancer Institute,Stem Cell Research,Vector-Borne Diseases,4,4,4
National Cancer Institute,Stem Cell Research,Violence Research,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,,14,121,120
National Cancer Institute,Stem Cell Research - Embryonic - Human,Aging,1,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Human,Arthritis,1,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Human,Autoimmune Disease,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Biodefense,2,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Human,Bioengineering,3,4,4
National Cancer Institute,Stem Cell Research - Embryonic - Human,Biotechnology,11,39,39
National Cancer Institute,Stem Cell Research - Embryonic - Human,Brain Cancer,1,3,3
National Cancer Institute,Stem Cell Research - Embryonic - Human,Brain Disorders,4,12,12
National Cancer Institute,Stem Cell Research - Embryonic - Human,Breast Cancer,5,11,11
National Cancer Institute,Stem Cell Research - Embryonic - Human,Cancer,10,74,74
National Cancer Institute,Stem Cell Research - Embryonic - Human,Clinical Research,6,9,9
National Cancer Institute,Stem Cell Research - Embryonic - Human,Clinical Trials and Supportive Activities,2,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Human,Contraception/Reproduction,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Crohn's Disease,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Dental/Oral and Craniofacial Disease,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Diabetes,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Diagnostic Radiology,3,3,3
National Cancer Institute,Stem Cell Research - Embryonic - Human,Digestive Diseases,3,4,4
National Cancer Institute,Stem Cell Research - Embryonic - Human,Eye Disease And Disorders Of Vision,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Genetic Testing,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Genetics,13,100,100
National Cancer Institute,Stem Cell Research - Embryonic - Human,HIV/AIDS,2,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Human,Health Services,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Heart Disease,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Heart Disease - Coronary Heart Disease,1,3,3
National Cancer Institute,Stem Cell Research - Embryonic - Human,Hematology,3,9,9
National Cancer Institute,Stem Cell Research - Embryonic - Human,Human Genome,8,18,18
National Cancer Institute,Stem Cell Research - Embryonic - Human,Immunization,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Infectious Diseases,1,4,4
National Cancer Institute,Stem Cell Research - Embryonic - Human,Infertility,1,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Human,Influenza,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Injury (total) Accidents/Adverse Effects,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Kidney Disease,1,4,4
National Cancer Institute,Stem Cell Research - Embryonic - Human,Liver Disease,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Lung,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Lung Cancer,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Neurodegenerative,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Neurosciences,1,16,16
National Cancer Institute,Stem Cell Research - Embryonic - Human,Nutrition,1,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Human,Orphan Drug,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Osteoporosis,1,8,8
National Cancer Institute,Stem Cell Research - Embryonic - Human,Pain Research,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Patient Safety,3,3,3
National Cancer Institute,Stem Cell Research - Embryonic - Human,Pediatric,5,12,12
National Cancer Institute,Stem Cell Research - Embryonic - Human,Pediatric Cancer,3,9,9
National Cancer Institute,Stem Cell Research - Embryonic - Human,Pediatric Research Initiative,2,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Human,Pneumonia & Influenza,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Prevention,2,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Human,Prostate Cancer,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Rare Diseases,7,22,22
National Cancer Institute,Stem Cell Research - Embryonic - Human,Regenerative Medicine,4,6,6
National Cancer Institute,Stem Cell Research - Embryonic - Human,Stem Cell Research,6,11,11
National Cancer Institute,Stem Cell Research - Embryonic - Human,Stem Cell Research - Embryonic - Human,6,23,23
National Cancer Institute,Stem Cell Research - Embryonic - Human,Stem Cell Research - Nonembryonic - Human,3,4,4
National Cancer Institute,Stem Cell Research - Embryonic - Human,Stem Cell Research - Nonembryonic - Non-Human,5,7,7
National Cancer Institute,Stem Cell Research - Embryonic - Human,Stem Cell Research - Umbilical Cord Blood/ Placenta,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Transplantation,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Urologic Diseases,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Human,Vaccine Related,2,3,3
National Cancer Institute,Stem Cell Research - Embryonic - Non-Human,,3,4,2
National Cancer Institute,Stem Cell Research - Embryonic - Non-Human,Brain Disorders,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Non-Human,Genetics,1,2,2
National Cancer Institute,Stem Cell Research - Embryonic - Non-Human,Human Genome,1,1,1
National Cancer Institute,Stem Cell Research - Embryonic - Non-Human,Stem Cell Research - Nonembryonic - Non-Human,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,,43,908,888
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Aging,5,10,10
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,"Alcoholism, Alcohol Use and Health",1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Asthma,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Autoimmune Disease,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Biodefense,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Bioengineering,9,9,9
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Biotechnology,20,55,52
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Brain Cancer,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Brain Disorders,3,4,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Breast Cancer,15,45,45
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Cancer,35,148,142
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Cardiovascular,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Cervical Cancer,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Climate-Related Exposures and Conditions,3,3,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Clinical Research,10,21,19
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Clinical Trials and Supportive Activities,4,4,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Colo-Rectal Cancer,4,4,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Complementary and Alternative Medicine,1,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Dental/Oral and Craniofacial Disease,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Diabetes,2,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Diagnostic Radiology,6,10,10
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Digestive Diseases,11,26,22
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Emerging Infectious Diseases,2,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Estrogen,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Eye Disease And Disorders Of Vision,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Fibroid Tumors (Uterine),1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Gene Therapy,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Genetics,27,80,78
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,HIV/AIDS,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Health Services,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Heart Disease,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Heart Disease - Coronary Heart Disease,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Hematology,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Human Genome,2,7,7
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Immunization,2,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Infant Mortality/ (LBW),1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Infectious Diseases,5,7,7
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Kidney Disease,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Liver Disease,3,7,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Lung,3,3,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Lung Cancer,4,4,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Lymphoma,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Nanotechnology,3,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Neurodegenerative,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Neurosciences,6,11,11
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Nutrition,6,12,12
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Obesity,2,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Orphan Drug,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Osteoporosis,3,6,6
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Ovarian Cancer,2,2,2
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Pancreatic Cancer,3,4,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Patient Safety,2,3,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Pediatric,4,4,3
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Prevention,10,10,9
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Prostate Cancer,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Psoriasis,1,1,1
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Rare Diseases,14,28,24
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Regenerative Medicine,4,9,9
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research,14,24,23
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Nonembryonic - Human,5,5,4
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Nonembryonic - Non-Human,32,162,153
National Cancer Institute,Stem Cell Research - Nonembryonic - Non-Human,Urologic Diseases,2,2,2
