funder_name,rcdc_name_1_grnt,rcdc_name_1_pub,weight
National Cancer Institute,Digestive Diseases,Climate-Related Exposures and Conditions,20
National Cancer Institute,Digestive Diseases,Clinical Research,1564
National Cancer Institute,Digestive Diseases,Clinical Trials and Supportive Activities,206
National Cancer Institute,Digestive Diseases,Colo-Rectal Cancer,722
National Cancer Institute,Digestive Diseases,Comparative Effectiveness Research,45
National Cancer Institute,Digestive Diseases,Complementary and Alternative Medicine,153
National Cancer Institute,Digestive Diseases,Conditions Affecting the Embryonic and Fetal Periods,6
National Cancer Institute,Digestive Diseases,Congenital Structural Anomalies,3
National Cancer Institute,Digestive Diseases,Contraception/Reproduction,43
National Cancer Institute,Digestive Diseases,Cost Effectiveness Research,10
National Cancer Institute,Digestive Diseases,Crohn's Disease,9
National Cancer Institute,Digestive Diseases,Cystic Fibrosis,3
National Cancer Institute,Digestive Diseases,Dementia,17
National Cancer Institute,Digestive Diseases,Dental/Oral and Craniofacial Disease,118
National Cancer Institute,Digestive Diseases,Depression,24
National Cancer Institute,Digestive Diseases,Diabetes,184
National Cancer Institute,Digestive Diseases,Diagnostic Radiology,246
National Cancer Institute,Digestive Diseases,Digestive Diseases,1601
National Cancer Institute,Digestive Diseases,Digestive Diseases - (Gallbladder),5
National Cancer Institute,Digestive Diseases,Digestive Diseases - (Peptic Ulcer),3
National Cancer Institute,Digestive Diseases,Drug Abuse (NIDA Only),6
National Cancer Institute,Digestive Diseases,Emergency Care,2
National Cancer Institute,Digestive Diseases,Emerging Infectious Diseases,72
National Cancer Institute,Digestive Diseases,Emphysema,1
National Cancer Institute,Digestive Diseases,Endometriosis,1
National Cancer Institute,Digestive Diseases,Epilepsy,2
National Cancer Institute,Digestive Diseases,Estrogen,60
National Cancer Institute,Digestive Diseases,Eye Disease And Disorders Of Vision,13
National Cancer Institute,Digestive Diseases,Food Allergies,1
National Cancer Institute,Digestive Diseases,Foodborne Illness,5
National Cancer Institute,Digestive Diseases,Gene Therapy,8
National Cancer Institute,Digestive Diseases,Genetic Testing,71
National Cancer Institute,Digestive Diseases,Genetics,2509
National Cancer Institute,Digestive Diseases,HIV/AIDS,72
National Cancer Institute,Digestive Diseases,HPV and/or Cervical Cancer Vaccines,7
National Cancer Institute,Digestive Diseases,Health Effects of Indoor Air Pollution,1
National Cancer Institute,Digestive Diseases,Health Services,307
National Cancer Institute,Digestive Diseases,Heart Disease,108
National Cancer Institute,Digestive Diseases,Heart Disease - Coronary Heart Disease,35
National Cancer Institute,Digestive Diseases,Hematology,109
National Cancer Institute,Digestive Diseases,Hepatitis,25
National Cancer Institute,Digestive Diseases,Hepatitis - B,2
National Cancer Institute,Digestive Diseases,Hepatitis - C,7
National Cancer Institute,Digestive Diseases,Homelessness,1
National Cancer Institute,Digestive Diseases,Human Fetal Tissue,1
National Cancer Institute,Digestive Diseases,Human Genome,405
National Cancer Institute,Digestive Diseases,Hypertension,22
National Cancer Institute,Digestive Diseases,Immunization,48
National Cancer Institute,Digestive Diseases,Infant Mortality/ (LBW),9
National Cancer Institute,Digestive Diseases,Infectious Diseases,173
National Cancer Institute,Digestive Diseases,Infertility,2
National Cancer Institute,Digestive Diseases,Inflammatory Bowel Disease,83
National Cancer Institute,Digestive Diseases,Influenza,4
National Cancer Institute,Digestive Diseases,Injury (total) Accidents/Adverse Effects,26
National Cancer Institute,Digestive Diseases,Injury - Trauma - (Head and Spine),5
National Cancer Institute,Digestive Diseases,Injury - Traumatic brain injury,2
National Cancer Institute,Digestive Diseases,Intellectual and Developmental Disabilities (IDD),7
National Cancer Institute,Digestive Diseases,Interstitial Cystitis,1
National Cancer Institute,Digestive Diseases,Kidney Disease,64
National Cancer Institute,Digestive Diseases,Liver Cancer,22
National Cancer Institute,Digestive Diseases,Liver Disease,72
National Cancer Institute,Digestive Diseases,Lung,309
National Cancer Institute,Digestive Diseases,Lung Cancer,82
National Cancer Institute,Digestive Diseases,Lupus,5
National Cancer Institute,Digestive Diseases,Lyme Disease,1
National Cancer Institute,Digestive Diseases,Lymphoma,55
National Cancer Institute,Digestive Diseases,Macular Degeneration,5
National Cancer Institute,Digestive Diseases,Mental Health,85
National Cancer Institute,Digestive Diseases,Mind and Body,33
National Cancer Institute,Digestive Diseases,Multiple Sclerosis,2
National Cancer Institute,Digestive Diseases,Muscular Dystrophy,2
National Cancer Institute,Digestive Diseases,Nanotechnology,123
National Cancer Institute,Digestive Diseases,Networking and Information Technology R&D,45
National Cancer Institute,Digestive Diseases,Neuroblastoma,8
National Cancer Institute,Digestive Diseases,Neurodegenerative,53
National Cancer Institute,Digestive Diseases,Neurofibromatosis,2
National Cancer Institute,Digestive Diseases,Neurosciences,156
National Cancer Institute,Digestive Diseases,Nutrition,1075
National Cancer Institute,Digestive Diseases,Obesity,207
National Cancer Institute,Digestive Diseases,Organ Transplantation,10
National Cancer Institute,Digestive Diseases,Orphan Drug,97
National Cancer Institute,Digestive Diseases,Osteoporosis,17
National Cancer Institute,Digestive Diseases,Ovarian Cancer,108
National Cancer Institute,Digestive Diseases,Pain Conditions - Chronic,23
National Cancer Institute,Digestive Diseases,Pain Research,31
National Cancer Institute,Digestive Diseases,Pancreatic Cancer,108
National Cancer Institute,Digestive Diseases,Parkinson's Disease,8
National Cancer Institute,Digestive Diseases,Patient Safety,180
National Cancer Institute,Digestive Diseases,Pediatric,120
National Cancer Institute,Digestive Diseases,Pediatric AIDS,1
National Cancer Institute,Digestive Diseases,Pediatric Cancer,10
National Cancer Institute,Digestive Diseases,Pediatric Research Initiative,11
National Cancer Institute,Digestive Diseases,Perinatal - Birth - Preterm (LBW),4
National Cancer Institute,Digestive Diseases,Perinatal Period - Conditions Originating in Perinatal Period,22
National Cancer Institute,Digestive Diseases,Peripheral Neuropathy,9
National Cancer Institute,Digestive Diseases,Pneumonia,1
National Cancer Institute,Digestive Diseases,Polycystic Kidney Disease,1
National Cancer Institute,Digestive Diseases,Post-Traumatic Stress Disorder (PTSD),7
National Cancer Institute,Digestive Diseases,Prescription Drug Abuse,1
National Cancer Institute,Digestive Diseases,Prevention,1457
National Cancer Institute,Digestive Diseases,Prostate Cancer,194
National Cancer Institute,Digestive Diseases,Rare Diseases,1283
National Cancer Institute,Digestive Diseases,Regenerative Medicine,74
National Cancer Institute,Digestive Diseases,Rehabilitation,68
National Cancer Institute,Digestive Diseases,Rheumatoid Arthritis,1
National Cancer Institute,Digestive Diseases,Rural Health,32
National Cancer Institute,Digestive Diseases,Schizophrenia,4
National Cancer Institute,Digestive Diseases,Scleroderma,1
National Cancer Institute,Digestive Diseases,Septicemia,7
National Cancer Institute,Digestive Diseases,Serious Mental Illness,2
National Cancer Institute,Digestive Diseases,Sexual and Gender Minorities (SGM/LGBT*),12
National Cancer Institute,Digestive Diseases,Sexually Transmitted Diseases/Herpes,24
National Cancer Institute,Digestive Diseases,Sickle Cell Disease,3
National Cancer Institute,Digestive Diseases,Sleep Research,6
National Cancer Institute,Digestive Diseases,Smoking and Health,135
National Cancer Institute,Digestive Diseases,Spinal Cord Injury,1
National Cancer Institute,Digestive Diseases,Stem Cell Research,171
National Cancer Institute,Digestive Diseases,Stem Cell Research - Embryonic - Human,2
National Cancer Institute,Digestive Diseases,Stem Cell Research - Embryonic - Non-Human,13
National Cancer Institute,Digestive Diseases,Stem Cell Research - Induced Pluripotent Stem Cell,6
National Cancer Institute,Digestive Diseases,Stem Cell Research - Induced Pluripotent Stem Cell - Human,3
National Cancer Institute,Digestive Diseases,Stem Cell Research - Nonembryonic - Human,57
National Cancer Institute,Digestive Diseases,Stem Cell Research - Nonembryonic - Non-Human,35
National Cancer Institute,Digestive Diseases,Stroke,16
National Cancer Institute,Digestive Diseases,Substance Abuse,87
National Cancer Institute,Digestive Diseases,Suicide,5
National Cancer Institute,Digestive Diseases,Tobacco,59
National Cancer Institute,Digestive Diseases,Topical Microbicides,4
National Cancer Institute,Digestive Diseases,Transplantation,40
National Cancer Institute,Digestive Diseases,Tuberculosis,11
National Cancer Institute,Digestive Diseases,Underage Drinking,1
National Cancer Institute,Digestive Diseases,Urologic Diseases,200
National Cancer Institute,Digestive Diseases,Uterine Cancer,12
National Cancer Institute,Digestive Diseases,Vaccine Related,99
National Cancer Institute,Digestive Diseases,Vaccine related (AIDS),2
National Cancer Institute,Digestive Diseases,Vector-Borne Diseases,5
National Cancer Institute,Digestive Diseases,Youth Violence,1
National Cancer Institute,Emerging Infectious Diseases,Aging,1
National Cancer Institute,Emerging Infectious Diseases,Antimicrobial Resistance,4
National Cancer Institute,Emerging Infectious Diseases,Arthritis,1
National Cancer Institute,Emerging Infectious Diseases,Behavioral and Social Science,2
National Cancer Institute,Emerging Infectious Diseases,Biodefense,9
National Cancer Institute,Emerging Infectious Diseases,Bioengineering,10
National Cancer Institute,Emerging Infectious Diseases,Biotechnology,25
National Cancer Institute,Emerging Infectious Diseases,Brain Disorders,3
National Cancer Institute,Emerging Infectious Diseases,Breast Cancer,2
National Cancer Institute,Emerging Infectious Diseases,Cancer,68
National Cancer Institute,Emerging Infectious Diseases,Cardiovascular,1
National Cancer Institute,Emerging Infectious Diseases,Clinical Research,14
National Cancer Institute,Emerging Infectious Diseases,Clinical Trials and Supportive Activities,4
National Cancer Institute,Emerging Infectious Diseases,Colo-Rectal Cancer,2
National Cancer Institute,Emerging Infectious Diseases,Comparative Effectiveness Research,1
National Cancer Institute,Emerging Infectious Diseases,Dental/Oral and Craniofacial Disease,3
National Cancer Institute,Emerging Infectious Diseases,Diagnostic Radiology,5
National Cancer Institute,Emerging Infectious Diseases,Digestive Diseases,9
National Cancer Institute,Emerging Infectious Diseases,Emerging Infectious Diseases,17
National Cancer Institute,Emerging Infectious Diseases,Gene Therapy,1
National Cancer Institute,Emerging Infectious Diseases,Genetic Testing,1
National Cancer Institute,Emerging Infectious Diseases,Genetics,45
National Cancer Institute,Emerging Infectious Diseases,HIV/AIDS,41
National Cancer Institute,Emerging Infectious Diseases,Health Services,4
National Cancer Institute,Emerging Infectious Diseases,Heart Disease,2
National Cancer Institute,Emerging Infectious Diseases,Hematology,6
National Cancer Institute,Emerging Infectious Diseases,Hepatitis,4
National Cancer Institute,Emerging Infectious Diseases,Human Genome,1
National Cancer Institute,Emerging Infectious Diseases,Immunization,8
National Cancer Institute,Emerging Infectious Diseases,Infectious Diseases,37
National Cancer Institute,Emerging Infectious Diseases,Influenza,1
National Cancer Institute,Emerging Infectious Diseases,Kidney Disease,1
National Cancer Institute,Emerging Infectious Diseases,Liver Disease,1
National Cancer Institute,Emerging Infectious Diseases,Lung,4
National Cancer Institute,Emerging Infectious Diseases,Lymphoma,2
National Cancer Institute,Emerging Infectious Diseases,Mental Health,3
National Cancer Institute,Emerging Infectious Diseases,Nanotechnology,3
National Cancer Institute,Emerging Infectious Diseases,Neurodegenerative,1
National Cancer Institute,Emerging Infectious Diseases,Neurosciences,2
National Cancer Institute,Emerging Infectious Diseases,Nutrition,4
National Cancer Institute,Emerging Infectious Diseases,Orphan Drug,1
National Cancer Institute,Emerging Infectious Diseases,Ovarian Cancer,1
National Cancer Institute,Emerging Infectious Diseases,Pain Conditions - Chronic,1
National Cancer Institute,Emerging Infectious Diseases,Pediatric,5
National Cancer Institute,Emerging Infectious Diseases,Pediatric AIDS,2
National Cancer Institute,Emerging Infectious Diseases,Pediatric Cancer,1
National Cancer Institute,Emerging Infectious Diseases,Perinatal Period - Conditions Originating in Perinatal Period,1
National Cancer Institute,Emerging Infectious Diseases,Pneumonia & Influenza,1
National Cancer Institute,Emerging Infectious Diseases,Prevention,12
National Cancer Institute,Emerging Infectious Diseases,Prostate Cancer,3
National Cancer Institute,Emerging Infectious Diseases,Rare Diseases,24
National Cancer Institute,Emerging Infectious Diseases,Stem Cell Research,1
National Cancer Institute,Emerging Infectious Diseases,Stem Cell Research - Embryonic - Human,1
National Cancer Institute,Emerging Infectious Diseases,Stem Cell Research - Nonembryonic - Non-Human,4
National Cancer Institute,Emerging Infectious Diseases,Tuberculosis,1
National Cancer Institute,Emerging Infectious Diseases,Urologic Diseases,3
National Cancer Institute,Emerging Infectious Diseases,Vaccine Related,14
National Cancer Institute,Emerging Infectious Diseases,Vaccine related (AIDS),1
National Cancer Institute,Emphysema,Aging,1
National Cancer Institute,Emphysema,Assistive Technology,1
National Cancer Institute,Emphysema,Asthma,1
National Cancer Institute,Emphysema,Autoimmune Disease,1
National Cancer Institute,Emphysema,Biotechnology,1
National Cancer Institute,Emphysema,Cardiovascular,1
National Cancer Institute,Emphysema,Chronic Obstructive Pulmonary Disease,1
National Cancer Institute,Emphysema,Clinical Research,1
National Cancer Institute,Emphysema,Emphysema,1
National Cancer Institute,Emphysema,Estrogen,1
National Cancer Institute,Emphysema,Genetics,2
National Cancer Institute,Emphysema,Hypertension,1
National Cancer Institute,Emphysema,Kidney Disease,1
National Cancer Institute,Emphysema,Lung,30
National Cancer Institute,Emphysema,Nanotechnology,1
National Cancer Institute,Emphysema,Pediatric Research Initiative,1
National Cancer Institute,Emphysema,Prevention,1
National Cancer Institute,Emphysema,Regenerative Medicine,1
National Cancer Institute,Emphysema,Septicemia,1
National Cancer Institute,Emphysema,Smoking and Health,2
National Cancer Institute,Emphysema,Stem Cell Research - Nonembryonic - Non-Human,2
National Cancer Institute,Emphysema,Vector-Borne Diseases,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Autoimmune Disease,2
National Cancer Institute,Eye Disease And Disorders Of Vision,Biotechnology,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Brain Disorders,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Cancer,4
National Cancer Institute,Eye Disease And Disorders Of Vision,Clinical Research,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Contraception/Reproduction,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Diabetes,2
National Cancer Institute,Eye Disease And Disorders Of Vision,Emerging Infectious Diseases,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Eye Disease And Disorders Of Vision,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Genetics,2
National Cancer Institute,Eye Disease And Disorders Of Vision,HIV/AIDS,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Hematology,2
National Cancer Institute,Eye Disease And Disorders Of Vision,Infectious Diseases,2
National Cancer Institute,Eye Disease And Disorders Of Vision,Lung,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Multiple Sclerosis,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Neurosciences,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Nutrition,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Obesity,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Rare Diseases,2
National Cancer Institute,Eye Disease And Disorders Of Vision,Regenerative Medicine,1
National Cancer Institute,Eye Disease And Disorders Of Vision,Septicemia,2
National Cancer Institute,Eye Disease And Disorders Of Vision,Stem Cell Research,1
National Cancer Institute,Food Allergies,Aging,2
National Cancer Institute,Food Allergies,Biotechnology,1
National Cancer Institute,Food Allergies,Brain Disorders,1
National Cancer Institute,Food Allergies,Breast Cancer,1
National Cancer Institute,Food Allergies,Cancer,22
National Cancer Institute,Food Allergies,Clinical Research,4
National Cancer Institute,Food Allergies,Contraception/Reproduction,1
National Cancer Institute,Food Allergies,Diabetes,1
National Cancer Institute,Food Allergies,Digestive Diseases,5
National Cancer Institute,Food Allergies,Endometriosis,1
National Cancer Institute,Food Allergies,Food Allergies,1
National Cancer Institute,Food Allergies,Genetic Testing,1
National Cancer Institute,Food Allergies,Genetics,13
National Cancer Institute,Food Allergies,Human Genome,3
National Cancer Institute,Food Allergies,Lung,1
National Cancer Institute,Food Allergies,Nutrition,2
National Cancer Institute,Food Allergies,Obesity,2
National Cancer Institute,Food Allergies,Ovarian Cancer,6
National Cancer Institute,Food Allergies,Pancreatic Cancer,2
National Cancer Institute,Food Allergies,Prevention,2
National Cancer Institute,Food Allergies,Rare Diseases,14
National Cancer Institute,Food Allergies,Substance Abuse,1
National Cancer Institute,Food Allergies,Uterine Cancer,2
National Cancer Institute,Foodborne Illness,Aging,1
National Cancer Institute,Foodborne Illness,Biotechnology,1
National Cancer Institute,Foodborne Illness,Cancer,26
National Cancer Institute,Foodborne Illness,Clinical Research,2
National Cancer Institute,Foodborne Illness,Digestive Diseases,4
National Cancer Institute,Foodborne Illness,Estrogen,1
National Cancer Institute,Foodborne Illness,Foodborne Illness,7
National Cancer Institute,Foodborne Illness,Genetics,9
National Cancer Institute,Foodborne Illness,Human Genome,1
National Cancer Institute,Foodborne Illness,Kidney Disease,1
National Cancer Institute,Foodborne Illness,Liver Disease,2
National Cancer Institute,Foodborne Illness,Lung,4
National Cancer Institute,Foodborne Illness,Lung Cancer,1
National Cancer Institute,Foodborne Illness,Nutrition,4
National Cancer Institute,Foodborne Illness,Perinatal Period - Conditions Originating in Perinatal Period,1
National Cancer Institute,Foodborne Illness,Prevention,1
National Cancer Institute,Foodborne Illness,Rare Diseases,3
National Cancer Institute,Foodborne Illness,Smoking and Health,3
National Cancer Institute,Foodborne Illness,Stem Cell Research,4
National Cancer Institute,Foodborne Illness,Stem Cell Research - Nonembryonic - Human,1
National Cancer Institute,Foodborne Illness,Tobacco,3
National Cancer Institute,Foodborne Illness,Urologic Diseases,4
National Cancer Institute,Genetics,Acquired Cognitive Impairment,3
National Cancer Institute,Genetics,Agent Orange & Dioxin,3
National Cancer Institute,Genetics,Aging,285
National Cancer Institute,Genetics,"Alcoholism, Alcohol Use and Health",5
National Cancer Institute,Genetics,Alzheimer's Disease,10
National Cancer Institute,Genetics,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),9
National Cancer Institute,Genetics,American Indians / Alaska Natives,1
National Cancer Institute,Genetics,Antimicrobial Resistance,41
National Cancer Institute,Genetics,Arthritis,13
National Cancer Institute,Genetics,Assistive Technology,1
National Cancer Institute,Genetics,Asthma,9
National Cancer Institute,Genetics,Ataxia Telangiectasia,8
National Cancer Institute,Genetics,Atherosclerosis,6
National Cancer Institute,Genetics,Autism,1
National Cancer Institute,Genetics,Autoimmune Disease,65
National Cancer Institute,Genetics,Basic Behavioral and Social Science,11
National Cancer Institute,Genetics,Behavioral and Social Science,16
National Cancer Institute,Genetics,Biodefense,62
National Cancer Institute,Genetics,Bioengineering,459
National Cancer Institute,Genetics,Biotechnology,1253
National Cancer Institute,Genetics,Brain Cancer,20
National Cancer Institute,Genetics,Brain Disorders,163
National Cancer Institute,Genetics,Breast Cancer,566
National Cancer Institute,Genetics,Cancer,4822
National Cancer Institute,Genetics,Cardiovascular,58
National Cancer Institute,Genetics,Cervical Cancer,8
National Cancer Institute,Genetics,Childhood Leukemia,16
National Cancer Institute,Genetics,Chronic Fatigue Syndrome (ME/CFS),3
National Cancer Institute,Genetics,Chronic Liver Disease and Cirrhosis,15
National Cancer Institute,Genetics,Chronic Obstructive Pulmonary Disease,1
National Cancer Institute,Genetics,Climate-Related Exposures and Conditions,70
National Cancer Institute,Genetics,Clinical Research,424
National Cancer Institute,Genetics,Clinical Trials and Supportive Activities,39
National Cancer Institute,Genetics,Colo-Rectal Cancer,130
National Cancer Institute,Genetics,Comparative Effectiveness Research,10
National Cancer Institute,Genetics,Complementary and Alternative Medicine,49
National Cancer Institute,Genetics,Conditions Affecting the Embryonic and Fetal Periods,1
National Cancer Institute,Genetics,Congenital Structural Anomalies,12
National Cancer Institute,Genetics,Contraception/Reproduction,42
National Cancer Institute,Genetics,Cooley's Anemia,1
National Cancer Institute,Genetics,Cost Effectiveness Research,2
National Cancer Institute,Genetics,Crohn's Disease,2
National Cancer Institute,Genetics,Dementia,24
National Cancer Institute,Genetics,Dental/Oral and Craniofacial Disease,80
National Cancer Institute,Genetics,Depression,7
National Cancer Institute,Genetics,Diabetes,78
National Cancer Institute,Genetics,Diagnostic Radiology,70
National Cancer Institute,Genetics,Digestive Diseases,373
National Cancer Institute,Genetics,Digestive Diseases - (Gallbladder),1
National Cancer Institute,Genetics,Digestive Diseases - (Peptic Ulcer),3
National Cancer Institute,Genetics,Down Syndrome,1
National Cancer Institute,Genetics,Drug Abuse (NIDA Only),11
National Cancer Institute,Genetics,Duchenne/ Becker Muscular Dystrophy,1
National Cancer Institute,Genetics,Eczema / Atopic Dermatitis,3
National Cancer Institute,Genetics,Emerging Infectious Diseases,88
National Cancer Institute,Genetics,Endometriosis,2
National Cancer Institute,Genetics,Epilepsy,1
National Cancer Institute,Genetics,Estrogen,78
National Cancer Institute,Genetics,Eye Disease And Disorders Of Vision,22
National Cancer Institute,Genetics,Fibroid Tumors (Uterine),1
National Cancer Institute,Genetics,Foodborne Illness,5
National Cancer Institute,Genetics,Fragile X Syndrome,1
National Cancer Institute,Genetics,Gene Therapy,25
National Cancer Institute,Genetics,Genetic Testing,38
National Cancer Institute,Genetics,Genetics,4116
National Cancer Institute,Genetics,HIV/AIDS,211
National Cancer Institute,Genetics,Health Services,16
National Cancer Institute,Genetics,Heart Disease,49
National Cancer Institute,Genetics,Heart Disease - Coronary Heart Disease,14
National Cancer Institute,Genetics,Hematology,168
National Cancer Institute,Genetics,Hepatitis,6
National Cancer Institute,Genetics,Hepatitis - B,1
National Cancer Institute,Genetics,Hepatitis - C,3
National Cancer Institute,Genetics,Hodgkin's Disease,1
National Cancer Institute,Genetics,Human Genome,414
National Cancer Institute,Genetics,Huntington's Disease,1
National Cancer Institute,Genetics,Hypertension,15
National Cancer Institute,Genetics,Immunization,58
National Cancer Institute,Genetics,Infant Mortality/ (LBW),5
National Cancer Institute,Genetics,Infectious Diseases,236
National Cancer Institute,Genetics,Infertility,6
National Cancer Institute,Genetics,Inflammatory Bowel Disease,25
National Cancer Institute,Genetics,Influenza,2
National Cancer Institute,Genetics,Injury (total) Accidents/Adverse Effects,11
National Cancer Institute,Genetics,Injury - Trauma - (Head and Spine),2
National Cancer Institute,Genetics,Injury - Traumatic brain injury,2
National Cancer Institute,Genetics,Intellectual and Developmental Disabilities (IDD),8
National Cancer Institute,Genetics,Interstitial Cystitis,1
National Cancer Institute,Genetics,Kidney Disease,134
National Cancer Institute,Genetics,Liver Cancer,9
National Cancer Institute,Genetics,Liver Disease,53
National Cancer Institute,Genetics,Lung,295
National Cancer Institute,Genetics,Lung Cancer,75
National Cancer Institute,Genetics,Lupus,6
National Cancer Institute,Genetics,Lyme Disease,1
National Cancer Institute,Genetics,Lymphoma,51
National Cancer Institute,Genetics,Malaria,6
National Cancer Institute,Genetics,Mental Health,36
National Cancer Institute,Genetics,Mind and Body,2
National Cancer Institute,Genetics,Nanotechnology,136
National Cancer Institute,Genetics,Networking and Information Technology R&D,29
National Cancer Institute,Genetics,Neuroblastoma,5
National Cancer Institute,Genetics,Neurodegenerative,62
National Cancer Institute,Genetics,Neurosciences,229
National Cancer Institute,Genetics,Nutrition,252
National Cancer Institute,Genetics,Obesity,46
National Cancer Institute,Genetics,Organ Transplantation,2
National Cancer Institute,Genetics,Orphan Drug,105
National Cancer Institute,Genetics,Osteoporosis,16
National Cancer Institute,Genetics,Ovarian Cancer,65
National Cancer Institute,Genetics,Pain Conditions - Chronic,8
National Cancer Institute,Genetics,Pain Research,14
National Cancer Institute,Genetics,Pancreatic Cancer,34
National Cancer Institute,Genetics,Parkinson's Disease,10
National Cancer Institute,Genetics,Patient Safety,41
National Cancer Institute,Genetics,Pediatric,163
National Cancer Institute,Genetics,Pediatric Cancer,13
National Cancer Institute,Genetics,Pediatric Research Initiative,23
National Cancer Institute,Genetics,Perinatal - Birth - Preterm (LBW),2
National Cancer Institute,Genetics,Perinatal Period - Conditions Originating in Perinatal Period,9
National Cancer Institute,Genetics,Peripheral Neuropathy,2
National Cancer Institute,Genetics,Pneumonia,2
National Cancer Institute,Genetics,Pneumonia & Influenza,2
National Cancer Institute,Genetics,Polycystic Kidney Disease,3
National Cancer Institute,Genetics,Prevention,429
National Cancer Institute,Genetics,Prostate Cancer,143
National Cancer Institute,Genetics,Psoriasis,9
National Cancer Institute,Genetics,Rare Diseases,1081
National Cancer Institute,Genetics,Regenerative Medicine,128
National Cancer Institute,Genetics,Rehabilitation,7
National Cancer Institute,Genetics,Rheumatoid Arthritis,2
National Cancer Institute,Genetics,Schizophrenia,4
National Cancer Institute,Genetics,Scleroderma,1
National Cancer Institute,Genetics,Septicemia,4
National Cancer Institute,Genetics,Serious Mental Illness,2
National Cancer Institute,Genetics,Sexually Transmitted Diseases/Herpes,4
National Cancer Institute,Genetics,Sickle Cell Disease,2
National Cancer Institute,Genetics,Sleep Research,12
National Cancer Institute,Genetics,Small Pox,5
National Cancer Institute,Genetics,Smoking and Health,29
National Cancer Institute,Genetics,Spinal Muscular Atrophy,1
National Cancer Institute,Genetics,Stem Cell Research,386
National Cancer Institute,Genetics,Stem Cell Research - Embryonic - Human,2
National Cancer Institute,Genetics,Stem Cell Research - Embryonic - Non-Human,27
National Cancer Institute,Genetics,Stem Cell Research - Induced Pluripotent Stem Cell,6
National Cancer Institute,Genetics,Stem Cell Research - Induced Pluripotent Stem Cell - Human,2
National Cancer Institute,Genetics,Stem Cell Research - Nonembryonic - Human,84
National Cancer Institute,Genetics,Stem Cell Research - Nonembryonic - Non-Human,106
National Cancer Institute,Genetics,Stem Cell Research - Umbilical Cord Blood/ Placenta,4
National Cancer Institute,Genetics,Stroke,2
National Cancer Institute,Genetics,Substance Abuse,22
National Cancer Institute,Genetics,Suicide,1
National Cancer Institute,Genetics,Temporomandibular Muscle/Joint Disorder (TMJD),1
National Cancer Institute,Genetics,Tobacco,6
National Cancer Institute,Genetics,Topical Microbicides,2
National Cancer Institute,Genetics,Transmissible Spongiform Encephalopathy (TSE),2
National Cancer Institute,Genetics,Transplantation,37
National Cancer Institute,Genetics,Tuberculosis,36
National Cancer Institute,Genetics,Tuberculosis Vaccine,4
National Cancer Institute,Genetics,Tuberous Sclerosis,3
National Cancer Institute,Genetics,Urologic Diseases,241
National Cancer Institute,Genetics,Uterine Cancer,2
National Cancer Institute,Genetics,Vaccine Related,155
National Cancer Institute,Genetics,Vaccine related (AIDS),4
National Cancer Institute,Genetics,Vector-Borne Diseases,3
National Cancer Institute,Genetics,West Nile Virus,1
National Cancer Institute,HIV/AIDS,Aging,11
National Cancer Institute,HIV/AIDS,Antimicrobial Resistance,73
National Cancer Institute,HIV/AIDS,Arthritis,6
National Cancer Institute,HIV/AIDS,Assistive Technology,1
National Cancer Institute,HIV/AIDS,Ataxia Telangiectasia,1
National Cancer Institute,HIV/AIDS,Autoimmune Disease,4
National Cancer Institute,HIV/AIDS,Behavioral and Social Science,5
National Cancer Institute,HIV/AIDS,Biodefense,14
National Cancer Institute,HIV/AIDS,Bioengineering,22
National Cancer Institute,HIV/AIDS,Biotechnology,113
National Cancer Institute,HIV/AIDS,Brain Cancer,1
National Cancer Institute,HIV/AIDS,Brain Disorders,7
National Cancer Institute,HIV/AIDS,Breast Cancer,7
National Cancer Institute,HIV/AIDS,Cancer,259
National Cancer Institute,HIV/AIDS,Cardiovascular,9
National Cancer Institute,HIV/AIDS,Cervical Cancer,4
National Cancer Institute,HIV/AIDS,Chronic Liver Disease and Cirrhosis,2
National Cancer Institute,HIV/AIDS,Climate-Related Exposures and Conditions,2
National Cancer Institute,HIV/AIDS,Clinical Research,95
National Cancer Institute,HIV/AIDS,Clinical Trials and Supportive Activities,31
National Cancer Institute,HIV/AIDS,Colo-Rectal Cancer,2
National Cancer Institute,HIV/AIDS,Comparative Effectiveness Research,2
National Cancer Institute,HIV/AIDS,Dementia,1
National Cancer Institute,HIV/AIDS,Dental/Oral and Craniofacial Disease,15
National Cancer Institute,HIV/AIDS,Diabetes,3
National Cancer Institute,HIV/AIDS,Diagnostic Radiology,2
National Cancer Institute,HIV/AIDS,Digestive Diseases,9
